plot,date,plot.id,tree.id,live.dead,j.gal,exit.hole,dbh,scorch.height,bole.scorch,cl.deep.char,prt.deep.char,killed.by,canopy.str,cone.op.cl,cone.ct,snag.cwd,decay,fall prior to fire,prefire.cwd,time.fall,stand.pre.mpb,stand.post.mpb,stand.post.fire,length,full.length,collected as CWD,basalarea,deletebcDECAY,missing data,doublelist,deleteb/c multiple pieces related to single stems,,
39,07/22/2016,BA0722L1,SW4,D,Y,Y,11.0,0.5,2,2,,MPB,partial,closed,10,snag,,,N,,,,,,,,,,,,,,
39,07/22/2016,BA0722L1,SW5,L,LIVE,LIVE,10.5,0,0,1,,LIVE,live,closed,100,snag,,,N,,,,,,,,,,,,,,
39,07/22/2016,BA0722L1,SW6,D,Y,Y,13.0,0,0,1,,MPB,full,closed,30,snag,,,N,,,,,,,,,,,,,,
39,07/22/2016,BA0722L1,SW7,D,Y,Y,15.0,0.1,0.5,2,,MPB,full,closed,200,snag,,,N,,,,,,,,,,,,,,
39,07/22/2016,BA0722L1,SW8,D,O,N,9.0,0.5,2,2,,OPF,partial,partial,20,snag,,,N,,,,,,,,,,,,,,
40,07/22/2016,BA0722H1,NE1,D,N,N,13.0,13,100,1,,FIRE,partial,open,140,snag,,,N,,,,,,,,,,,,,,
40,07/22/2016,BA0722H1,NE2,D,N,N,11.0,10,100,1,,FIRE,partial,open,30,snag,,,N,,,,,,,,,,,,,,
40,07/22/2016,BA0722H1,NE3,D,N,N,12.0,11,100,1,,FIRE,partial,open,100,snag,,,N,,,,,,,,,,,,,,
40,07/22/2016,BA0722H1,NE4,D,Y,NB,11.5,5.5,100,3,,MPB,none,none,0,snag,,,N,,,,,,,,,,,,,,
40,07/22/2016,BA0722H1,NE5,D,Y,Y,16.5,11,100,3,,MPB,none,none,0,snag,,,N,,,,,,,,,,,,,,
40,07/22/2016,BA0722H1,NW1,D,Y,NB,13.0,9,99,3,,MPB,none,none,0,snag,,,N,,,,,,,,,,,,,,
40,07/22/2016,BA0722H1,NW2,D,Y,NB,12.0,10,99,3,,MPB,none,none,0,snag,,,N,,,,,,,,,,,,,,
40,07/22/2016,BA0722H1,NW3,D,Y,NB,16.5,14,99,3,,MPB,none,none,0,snag,,,N,,,,,,,,,,,,,,
40,07/22/2016,BA0722H1,SE1,D,Y,Y,14.0,9,100,3,,MPB,none,none,0,snag,,,N,,,,,,,,,,,,,,
40,07/22/2016,BA0722H1,SE2,D,N,Y,12.5,9,100,1,,FIRE,full,both,60,snag,,,N,,,,,,,,,,,,,,
41,07/22/2016,BA0722H2,NE1,D,Y,Y,20.0,9.5,100,3,,MPB,full,open,180,snag,,,N,,,,,,,,,,,,,,
41,07/22/2016,BA0722H2,NW1,D,NC,Y,18.5,6,50,2,,MPB,partial,open,200,snag,,,N,,,,,,,,,,,,,,
42,07/28/2016,BA0728L1,NE2,D,Y,Y,9.0,0,0,1,,MPB,partial,none,0,snag,,,N,,,,,,,,,,,,,,
42,07/28/2016,BA0728L1,NE3,D,N,N,12.0,0,0,1,,OPF,partial,closed,40,snag,,,N,,,,,,,,,,,,,,
42,07/28/2016,BA0728L1,NE4,D,Y,Y,10.5,0,0,1,,MPB,partial,closed,200,snag,,,N,,,,,,,,,,,,,,
42,07/28/2016,BA0728L1,NE6,D,O,Y,10.0,1,5,1,,OPF,partial,both,30,snag,,,N,,,,,,,,,,,,,,
42,07/28/2016,BA0728L1,NW1,D,Y,Y,11.5,0.1,0.5,1,,OPF,partial,closed,1,snag,,,N,,,,,,,,,,,,,,
42,07/28/2016,BA0728L1,NW10,D,O,Y,13.0,0.5,2,1,,FIRE,full,both,200,snag,,,N,,,,,,,,,,,,,,
42,07/28/2016,BA0728L1,NW2,D,O,N,8.0,1,5,1,,OPF,partial,none,0,snag,,,N,,,,,,,,,,,,,,
42,07/28/2016,BA0728L1,NW5,D,Y,Y,10.0,1,5,2,,OPF,partial,closed,200,snag,,,N,,,,,,,,,,,,,,
42,07/28/2016,BA0728L1,NW6,D,O,Y,12.0,0.5,2,2,,OPF,full,closed,10,snag,,,N,,,,,,,,,,,,,,
42,07/28/2016,BA0728L1,NW7,D,Y,Y,14.0,1.5,7,2,,MPB,full,closed,250,snag,,,N,,,,,,,,,,,,,,
42,07/28/2016,BA0728L1,NW8,D,Y,Y,15.5,0.5,2,2,,MPB,partial,closed,5,snag,,,N,,,,,,,,,,,,,,
42,07/28/2016,BA0728L1,NW9,D,Y,Y,14.5,1,5,2,,MPB,partial,closed,100,snag,,,N,,,,,,,,,,,,,,
42,07/28/2016,BA0728L1,SE2,D,O,Y,10.0,0.5,3,1,,FIRE,partial,closed,15,snag,,,N,,,,,,,,,,,,,,
42,07/28/2016,BA0728L1,SW3,D,Y,Y,14.0,2,10,1,,MPB,full,both,400,snag,,,N,,,,,,,,,,,,,,
42,07/28/2016,BA0728L1,SW4,D,Y,Y,14.0,0.5,2,2,,MPB,full,closed,400,snag,,,N,,,,,,,,,,,,,,
42,07/28/2016,BA0728L1,SW5,D,O,Y,10.0,0.5,2,1,,OPF,full,closed,45,snag,,,N,,,,,,,,,,,,,,
42,07/28/2016,BA0728L1,SW6,L,LIVE,LIVE,15.0,0.5,5,1,,LIVE,live,closed,50,snag,,,N,,,,,,,,,,,,,,
43,07/29/2016,BA0729L1,NE1,D,Y,Y,17.0,2,10,2,,MPB,full,closed,35,snag,,,N,,,,,,,,,,,,,,
43,07/29/2016,BA0729L1,NE2,D,Y,Y,15.0,0.5,3,1,,MPB,partial,closed,360,snag,,,N,,,,,,,,,,,,,,
43,07/29/2016,BA0729L1,NW1,D,Y,Y,15.0,2,10,2,,MPB,full,open,30,snag,,,N,,,,,,,,,,,,,,
43,07/29/2016,BA0729L1,NW2,D,Y,Y,12.0,1.5,7,2,,MPB,partial,none,0,snag,,,N,,,,,,,,,,,,,,
43,07/29/2016,BA0729L1,NW3,D,O,Y,14.0,0.5,2,1,,FIRE,full,closed,200,snag,,,N,,,,,,,,,,,,,,
43,07/29/2016,BA0729L1,NW4,L,LIVE,LIVE,20.0,0.1,0.5,1,,LIVE,live,closed,200,snag,,,N,,,,,,,,,,,,,,
43,07/29/2016,BA0729L1,NW5,L,LIVE,LIVE,11.0,0.1,0.5,1,,LIVE,live,closed,10,snag,,,N,,,,,,,,,,,,,,
43,07/29/2016,BA0729L1,NW6,D,O,Y,15.5,1.5,NA,1,,FIRE,full,closed,200,snag,,,N,,,,,,,,,,,,,,
43,07/29/2016,BA0729L1,SE1,D,Y,Y,21.0,1,6,1,,MPB,full,closed,70,snag,,,N,,,,,,,,,,,,,,
43,07/29/2016,BA0729L1,SE2,D,O,Y,14.0,1,5,1,,FIRE,full,open,14,snag,,,N,,,,,,,,,,,,,,
43,07/29/2016,BA0729L1,SE3,D,O,Y,14.0,0.5,3,2,,OPF,partial,none,0,snag,,,N,,,,,,,,,,,,,,
43,07/29/2016,BA0729L1,SE4,D,Y,Y,14.0,0.5,2,2,,MPB,partial,none,0,snag,,,N,,,,,,,,,,,,,,
43,07/29/2016,BA0729L1,SE5,D,O,Y,15.0,0.5,3,1,,FIRE,full,closed,80,snag,,,N,,,,,,,,,,,,,,
43,07/29/2016,BA0729L1,SE6,D,O,Y,15.5,0.5,3,1,,FIRE,full,closed,50,snag,,,N,,,,,,,,,,,,,,
43,07/29/2016,BA0729L1,SE7,D,Y,Y,18.0,0,0,1,,MPB,partial,closed,30,snag,,,N,,,,,,,,,,,,,,
43,07/29/2016,BA0729L1,SW1,D,Y,Y,19.0,4,15,2,,MPB,full,closed,150,snag,,,N,,,,,,,,,,,,,,
43,07/29/2016,BA0729L1,SW2,D,Y,Y,17.5,0,0,1,,MPB,full,BOTH,300,snag,,,N,,,,,,,,,,,,,,
43,07/29/2016,BA0729L1,SW3,D,Y,Y,17.0,0.5,2,2,,MPB,partial,partial,30,snag,,,N,,,,,,,,,,,,,,
44,07/30/2016,BA0730L1,NW1,D,Y,Y,21.0,1.5,7,2,,MPB,partial,closed,200,snag,,,N,,,,,,,,,,,,,,
44,07/30/2016,BA0730L1,NW2,D,Y,Y,16.5,2,10,2,,MPB,partial,closed,100,snag,,,N,,,,,,,,,,,,,,
44,07/30/2016,BA0730L1,NW3,D,Y,Y,25.0,0.5,2,2,,MPB,full,closed,400,snag,,,N,,,,,,,,,,,,,,
44,07/30/2016,BA0730L1,SE1,D,Y,Y,20.5,0.5,3,2,,MPB,partial,closed,70,snag,,,N,,,,,,,,,,,,,,
44,07/30/2016,BA0730L1,SW1,D,Y,Y,21.0,2,10,2,,MPB,full,PARTIALLY OPEN,10,snag,,,N,,,,,,,,,,,,,,
44,07/30/2016,BA0730L1,SW2,L,LIVE,Y,20.0,0.1,0.5,1,,LIVE,live,closed,400,snag,,,N,,,,,,,,,,,,,,
44,07/30/2016,BA0730L1,SW3,D,O,N,11.5,1,5,1,,OPF,full,closed,100,snag,,,N,,,,,,,,,,,,,,
44,07/30/2016,BA0730L1,SW4,D,N,N,10.5,0.5,2,2,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
44,07/30/2016,BA0730L1,SW5,D,Y,Y,19.5,0,0,1,,MPB,partial,partial,15,snag,,,N,,,,,,,,,,,,,,
44,07/30/2016,BA0730L1,SW6,D,Y,Y,17.0,1,5,2,,MPB,partial,open,30,snag,,,N,,,,,,,,,,,,,,
44,07/30/2016,BA0730L1,SW7,D,Y,Y,16.0,0.5,2,2,,MPB,partial,closed,300,snag,,,N,,,,,,,,,,,,,,
45,07/30/2016,BA0730M1,SE1,D,O,Y,11.0,1,7,2,,OPF,partial,closed,2,snag,,,N,,,,,,,,,,,,,,
46,07/30/2016,BA0730L2,NE1,D,Y,Y,26.5,2.5,25,2,,MPB,partial,both,130,snag,,,N,,,,,,,,,,,,,,
46,07/30/2016,BA0730L2,NE2,D,Y,Y,22.0,1,5,2,,MPB,partial,closed,65,snag,,,N,,,,,,,,,,,,,,
46,07/30/2016,BA0730L2,NW1,D,Y,Y,23.0,3,15,2,,MPB,full,closed,100,snag,,,N,,,,,,,,,,,,,,
46,07/30/2016,BA0730L2,NW2,D,Y,Y,21.0,0.5,2,2,,MPB,full,closed,300,snag,,,N,,,,,,,,,,,,,,
46,07/30/2016,BA0730L2,NW3,D,Y,Y,23.0,0.5,2,2,,MPB,full,closed,200,snag,,,N,,,,,,,,,,,,,,
46,07/30/2016,BA0730L2,NW4,D,Y,Y,21.0,0.5,2,2,,MPB,full,partial,1,snag,,,N,,,,,,,,,,,,,,
46,07/30/2016,BA0730L2,SE1,D,Y,Y,19.5,2.5,80,2,,MPB,none,none,0,snag,,,N,,,,,,,,,,,,,,
46,07/30/2016,BA0730L2,SW1,D,Y,Y,24.0,3,15,2,,MPB,full,closed,300,snag,,,N,,,,,,,,,,,,,,
46,07/30/2016,BA0730L2,SW2,D,Y,Y,20.0,3,15,2,,MPB,full,BOTH,300,snag,,,N,,,,,,,,,,,,,,
47,07/30/2016,BA0730L3,NE1,D,N,N,9.0,1,23,1,,FIRE,full,open,16,snag,,,N,,,,,,,,,,,,,,
47,07/30/2016,BA0730L3,NE2,D,N,N,9.5,1,7,1,,FIRE,full,BOTH,135,snag,,,N,,,,,,,,,,,,,,
47,07/30/2016,BA0730L3,NW1,D,N,N,14.0,1,10,1,,FIRE,full,BOTH,200,snag,,,N,,,,,,,,,,,,,,
47,07/30/2016,BA0730L3,SE1,D,N,N,9.5,1,8,1,,FIRE,full,closed,25,snag,,,N,,,,,,,,,,,,,,
48,07/31/2016,BA0731M1,NE1,D,Y,Y,22.5,2,12,2,,MPB,partial,BOTH,780,snag,,,N,,,,,,,,,,,,,,
49,07/31/2016,BA0731L1,NE1,D,Y,Y,13.0,1,6,2,,MPB,partial,closed,10,snag,,,N,,,,,,,,,,,,,,
49,07/31/2016,BA0731L1,NE2,D,Y,Y,19.5,1.5,8,2,,MPB,full,closed,180,snag,,,N,,,,,,,,,,,,,,
49,07/31/2016,BA0731L1,NW1,D,O,Y,13.5,1,3,2,,OPF,full,closed,250,snag,,,N,,,,,,,,,,,,,,
49,07/31/2016,BA0731L1,SE1,D,Y,Y,18.0,1,10,2,,MPB,full,open,25,snag,,,N,,,,,,,,,,,,,,
49,07/31/2016,BA0731L1,SE2,D,N,N,12.0,1,7,2,,OPF,full,closed,250,snag,,,N,,,,,,,,,,,,,,
49,07/31/2016,BA0731L1,SE3,D,O,Y,16.5,1,4,1,,FIRE,full,closed,130,snag,,,N,,,,,,,,,,,,,,
49,07/31/2016,BA0731L1,SE4,D,Y,Y,20.5,2,15,2,,MPB,partial,closed,380,snag,,,N,,,,,,,,,,,,,,
49,07/31/2016,BA0731L1,SW1,D,Y,Y,14.0,2,10,2,,MPB,full,BOTH,200,snag,,,N,,,,,,,,,,,,,,
50,08/01/2016,BA0801M1,NE1,D,O,Y,11.0,2.5,70,2,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
50,08/01/2016,BA0801M1,NE2,D,O,Y,10.0,2,25,2,,OPF,partial,open,5,snag,,,N,,,,,,,,,,,,,,
50,08/01/2016,BA0801M1,SE1,D,N,N,13.0,3,45,1,,FIRE,full,closed,25,snag,,,N,,,,,,,,,,,,,,
50,08/01/2016,BA0801M1,SE2,D,N,N,8.5,1,20,2,,OPF,full,open,10,snag,,,N,,,,,,,,,,,,,,
50,08/01/2016,BA0801M1,SE3,D,N,N,10.5,2,15,2,,OPF,full,open,100,snag,,,N,,,,,,,,,,,,,,
50,08/01/2016,BA0801M1,SW1,D,N,N,12.0,0.1,0.5,1,,FIRE,full,BOTH,130,snag,,,N,,,,,,,,,,,,,,
50,08/01/2016,BA0801M1,SW2,D,N,N,8.5,2.5,30,2,,OPF,partial,closed,30,snag,,,N,,,,,,,,,,,,,,
50,08/01/2016,BA0801M1,SW3,D,N,N,10.5,1.5,15,2,,FIRE,full,closed,75,snag,,,N,,,,,,,,,,,,,,
52,08/07/2016,TL0807M2,NE1,D,Y,NB,16.0,6,100,3,,MPB,none,none,0,snag,,,N,,,,,,,,,,,,,,
52,08/07/2016,TL0807M2,NE2,D,N,N,11.0,8,100,1,,FIRE,partial,closed,120,snag,,,N,,,,,,,,,,,,,,
52,08/07/2016,TL0807M2,NE3,D,N,Y,12.5,5.5,30,1,,FIRE,full,closed,70,snag,,,N,,,,,,,,,,,,,,
52,08/07/2016,TL0807M2,NW1,D,Y,NB,16.0,8,100,3,,MPB,none,none,0,snag,,,N,,,,,,,,,,,,,,
52,08/07/2016,TL0807M2,NW2,D,Y,NB,10.0,7,100,3,,MPB,none,none,0,snag,,,N,,,,,,,,,,,,,,
52,08/07/2016,TL0807M2,NW3,D,Y,NB,19.0,12,99,3,,MPB,partial,partial,23,snag,,,N,,,,,,,,,,,,,,
52,08/07/2016,TL0807M2,SE1,D,NC,NB,14.0,6,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
52,08/07/2016,TL0807M2,SE2,D,Y,NB,14.5,4.5,100,3,,MPB,none,none,0,snag,,,N,,,,,,,,,,,,,,
52,08/07/2016,TL0807M2,SW1,D,Y,NB,11.0,6,99,3,,MPB,none,none,0,snag,,,N,,,,,,,,,,,,,,
53,08/07/2016,TL0807M1,NE2,D,N,N,14.0,2.5,60,2,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
53,08/07/2016,TL0807M1,NE3,D,N,N,17.0,7.5,65,1,,FIRE,partial,closed,70,snag,,,N,,,,,,,,,,,,,,
53,08/07/2016,TL0807M1,NE4,D,N,N,14.0,6,70,1,,FIRE,partial,partial,7,snag,,,N,,,,,,,,,,,,,,
53,08/07/2016,TL0807M1,NE5,D,NC,NB,15.5,5.5,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
53,08/07/2016,TL0807M1,SE1,D,NC,NB,15.5,2.5,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
53,08/07/2016,TL0807M1,SE2,D,N,NB,8.5,4,55,2,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
54,08/08/2016,TL0808L1,SE1,D,Y,Y,10.0,1,7,2,,MPB,full,BOTH,110,snag,,,N,,,,,,,,,,,,,,
54,08/08/2016,TL0808L1,SE2,D,Y,Y,12.5,0,0,1,,MPB,full,BOTH,35,snag,,,N,,,,,,,,,,,,,,
54,08/08/2016,TL0808L1,SE3,D,N,N,9.0,0,0,1,,UNK ,full,none,0,snag,,,N,,,,,,,,,,,,,,
55,08/09/2016,TL0809L1,NE3,D,N,N,12.5,0.5,5,1,,FIRE,full,closed,50,snag,,,N,,,,,,,,,,,,,,
55,08/09/2016,TL0809L1,NE4,D,N,N,10.0,0.1,4,1,,FIRE,partial,closed,75,snag,,,N,,,,,,,,,,,,,,
55,08/09/2016,TL0809L1,NE5,D,Y,Y,18.0,0.1,2,2,,MPB,partial,open,5,snag,,,N,,,,,,,,,,,,,,
55,08/09/2016,TL0809L1,NE6,D,O,Y,14.5,0,0,1,,UNK,full,closed,60,snag,,,N,,,,,,,,,,,,,,
55,08/09/2016,TL0809L1,NW1,D,O,Y,15.5,0.5,3,1,,FIRE,full,closed,200,snag,,,N,,,,,,,,,,,,,,
55,08/09/2016,TL0809L1,NW2,L,LIVE,LIVE,12.5,1,3,1,,LIVE,live,closed,100,snag,,,N,,,,,,,,,,,,,,
55,08/09/2016,TL0809L1,NW3,D,N,N,8.0,1.5,10,1,,UNK,partial,closed,30,snag,,,N,,,,,,,,,,,,,,
55,08/09/2016,TL0809L1,NW4,D,Y,Y,16.0,2.5,20,2,,MPB,partial,open,100,snag,,,N,,,,,,,,,,,,,,
55,08/09/2016,TL0809L1,NW5,D,N,N,13.0,2.5,20,1,,FIRE,full,closed,150,snag,,,N,,,,,,,,,,,,,,
55,08/09/2016,TL0809L1,SE1,D,N,Y,9.5,0.1,3,1,,FIRE,full,open,15,snag,,,N,,,,,,,,,,,,,,
55,08/09/2016,TL0809L1,SE2,L,LIVE,LIVE,11.5,0.1,1,1,,LIVE,live,closed,30,snag,,,N,,,,,,,,,,,,,,
55,08/09/2016,TL0809L1,SE3,D,N,N,12.0,0.5,8,2,,OPF,partial,closed,7,snag,,,N,,,,,,,,,,,,,,
55,08/09/2016,TL0809L1,SE4,D,Y,Y,15.5,0.5,3,2,,MPB,partial,open,230,snag,,,N,,,,,,,,,,,,,,
55,08/09/2016,TL0809L1,SW1,D,O,Y,12.0,0.5,3,1,,FIRE,full,closed,100,snag,,,N,,,,,,,,,,,,,,
55,08/09/2016,TL0809L1,SW2,D,Y,Y,13.5,1.5,5,2,,MPB,partial,open,30,snag,,,N,,,,,,,,,,,,,,
55,08/09/2016,TL0809L1,SW3,D,Y,Y,14.5,1.5,5,2,,MPB,partial,partial,40,snag,,,N,,,,,,,,,,,,,,
55,08/09/2016,TL0809L1,SW4,D,Y,Y,14.0,0.1,0.5,1,,MPB,partial,open,100,snag,,,N,,,,,,,,,,,,,,
56,08/09/2016,TL0809H1,NW1,D,N,N,10.5,10,100,1,,FIRE,partial,open,40,snag,,,N,,,,,,,,,,,,,,
56,08/09/2016,TL0809H1,SW1,D,N,N,10.0,10,100,1,,FIRE,partial,open,9,snag,,,N,,,,,,,,,,,,,,
56,08/09/2016,TL0809H1,SW2,D,N,N,8.0,6,100,2,,FIRE,partial,open,6,snag,,,N,,,,,,,,,,,,,,
56,08/09/2016,TL0809H1,SW3,D,N,N,7.5,5.5,100,1,,FIRE,partial,open,4,snag,,,N,,,,,,,,,,,,,,
57,08/09/2016,TL0809H2,NE1,D,N,N,13.5,6,100,1,,FIRE,partial,open,80,snag,,,N,,,,,,,,,,,,,,
57,08/09/2016,TL0809H2,NE2,D,N,N,10.5,6.5,55,1,,FIRE,partial,open,40,snag,,,N,,,,,,,,,,,,,,
57,08/09/2016,TL0809H2,NW1,D,N,N,10.0,9,100,1,,FIRE,partial,NA,20,snag,,,N,,,,,,,,,,,,,,
57,08/09/2016,TL0809H2,NW2,D,Y,NB,18.0,10,99,3,,MPB,none,none,0,snag,,,N,,,,,,,,,,,,,,
57,08/09/2016,TL0809H2,SE1,D,N,Y,15.5,10,100,1,,FIRE,partial,open,210,snag,,,N,,,,,,,,,,,,,,
57,08/09/2016,TL0809H2,SE2,D,N,N,8.0,9,100,1,,FIRE,partial,open,20,snag,,,N,,,,,,,,,,,,,,
57,08/09/2016,TL0809H2,SE3,D,N,N,12.5,9,100,1,,FIRE,partial,open,30,snag,,,N,,,,,,,,,,,,,,
57,08/09/2016,TL0809H2,SE4,D,N,N,13.0,9,100,1,,FIRE,full,open,200,snag,,,N,,,,,,,,,,,,,,
57,08/09/2016,TL0809H2,SW1,D,NC,NB,22.0,10,99,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
57,08/09/2016,TL0809H2,SW2,D,NC,NB,19.5,10,99,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
57,08/09/2016,TL0809H2,SW3,D,N,N,11.0,9,100,1,,FIRE,partial,open,30,snag,,,N,,,,,,,,,,,,,,
58,08/10/2016,TL0810H1,NE1,D,N,N,10.5,6.5,100,1,,FIRE,full,open,90,snag,,,N,,,,,,,,,,,,,,
58,08/10/2016,TL0810H1,SE1,D,N,N,11.5,8.5,100,1,,FIRE,full,open,130,snag,,,N,,,,,,,,,,,,,,
58,08/10/2016,TL0810H1,SE2,D,N,N,9.5,8.5,100,2,,OPF,full,open,60,snag,,,N,,,,,,,,,,,,,,
58,08/10/2016,TL0810H1,SE3,D,N,N,10.5,9,100,1,,FIRE,partial,open,25,snag,,,N,,,,,,,,,,,,,,
58,08/10/2016,TL0810H1,SE4,D,N,N,10.5,9,100,1,,FIRE,full,open,20,snag,,,N,,,,,,,,,,,,,,
59,08/10/2016,TL0810L1,NE1,D,Y,Y,15.0,1.5,8,2,,MPB,partial,partial,3,snag,,,N,,,,,,,,,,,,,,
59,08/10/2016,TL0810L1,NW1,D,N,N,8.5,0.1,0.5,1,,UNK,partial,open,20,snag,,,N,,,,,,,,,,,,,,
59,08/10/2016,TL0810L1,NW2,D,Y,Y,15.5,1,5,2,,MPB,partial,partial,200,snag,,,N,,,,,,,,,,,,,,
59,08/10/2016,TL0810L1,NW3,D,N,N,13.5,1.5,10,1,,FIRE,partial,closed,200,snag,,,N,,,,,,,,,,,,,,
59,08/10/2016,TL0810L1,NW4,D,N,N,8.5,1.5,10,1,,UNK,partial,none,0,snag,,,N,,,,,,,,,,,,,,
59,08/10/2016,TL0810L1,NW5,D,N,N,15.0,2,10,1,,FIRE,full,BOTH,300,snag,,,N,,,,,,,,,,,,,,
59,08/10/2016,TL0810L1,SE1,D,N,N,15.5,1.5,10,1,,FIRE,full,open,10,snag,,,N,,,,,,,,,,,,,,
59,08/10/2016,TL0810L1,SE2,D,N,N,7.5,0.5,10,1,,FIRE,full,open,10,snag,,,N,,,,,,,,,,,,,,
59,08/10/2016,TL0810L1,SE3,D,N,N,10.5,2,12,1,,FIRE,partial,open,70,snag,,,N,,,,,,,,,,,,,,
59,08/10/2016,TL0810L1,SE4,D,N,N,10.5,0.5,4,1,,FIRE,full,partial,8,snag,,,N,,,,,,,,,,,,,,
59,08/10/2016,TL0810L1,SW1,D,Y,Y,17.5,5,50,2,,MPB,partial,partial,200,snag,,,N,,,,,,,,,,,,,,
59,08/10/2016,TL0810L1,SW2,D,N,N,8.5,2.5,30,1,,FIRE,full,open,85,snag,,,N,,,,,,,,,,,,,,
60,08/10/2016,TL0810M1,NE1,D,N,N,8.5,4.5,60,1,,FIRE,full,open,10,snag,,,N,,,,,,,,,,,,,,
60,08/10/2016,TL0810M1,NE2,D,N,N,7.5,5.5,80,1,,FIRE,partial,open,22,snag,,,N,,,,,,,,,,,,,,
60,08/10/2016,TL0810M1,NE3,D,N,Y,12.0,3,35,1,,FIRE,full,open,25,snag,,,N,,,,,,,,,,,,,,
60,08/10/2016,TL0810M1,NW1,D,O,Y,18.0,12,85,3,,OPF,partial,none,0,snag,,,N,,,,,,,,,,,,,,
60,08/10/2016,TL0810M1,SE1,D,N,N,7.5,4.5,50,1,,FIRE,full,open,2,snag,,,N,,,,,,,,,,,,,,
60,08/10/2016,TL0810M1,SE2,D,N,Y,8.0,2,55,1,,FIRE,full,none,0,snag,,,N,,,,,,,,,,,,,,
60,08/10/2016,TL0810M1,SE3,D,N,Y,8.0,4,55,1,,FIRE,full,none,0,snag,,,N,,,,,,,,,,,,,,
60,08/10/2016,TL0810M1,SW1,D,N,N,8.0,5,40,1,,FIRE,full,open,40,snag,,,N,,,,,,,,,,,,,,
60,08/10/2016,TL0810M1,SW2,D,N,N,8.5,5,40,1,,FIRE,full,open,150,snag,,,N,,,,,,,,,,,,,,
60,08/10/2016,TL0810M1,SW3,D,N,N,13.0,5,40,2,,FIRE,full,open,200,snag,,,N,,,,,,,,,,,,,,
61,08/11/2016,TL0811L1,NE1,D,N,N,16.5,2,11,1,,FIRE,full,BOTH,16,snag,,,N,,,,,,,,,,,,,,
61,08/11/2016,TL0811L1,NE2,D,N,N,12.5,1.5,8,1,,FIRE,full,closed,22,snag,,,N,,,,,,,,,,,,,,
61,08/11/2016,TL0811L1,NE3,L,LIVE,LIVE,13.0,0.1,2,1,,LIVE,live,closed,21,snag,,,N,,,,,,,,,,,,,,
61,08/11/2016,TL0811L1,NE4,D,N,Y,8.5,0.5,8,1,,FIRE,full,open,4,snag,,,N,,,,,,,,,,,,,,
61,08/11/2016,TL0811L1,NE5,D,N,Y,16.5,0.5,10,1,,FIRE,full,open,20,snag,,,N,,,,,,,,,,,,,,
61,08/11/2016,TL0811L1,SE1,D,N,Y,8.5,2,10,1,,FIRE,full,open,2,snag,,,N,,,,,,,,,,,,,,
62,08/11/2016,TL0811M1,NE1,D,N,Y,15.0,9,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
62,08/11/2016,TL0811M1,NE2,D,Y,NB,16.0,9,100,3,,MPB,none,none,0,snag,,,N,,,,,,,,,,,,,,
62,08/11/2016,TL0811M1,NE3,D,NC,NB,13.0,7,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
62,08/11/2016,TL0811M1,NE4,D,N,N,8.5,6,70,1,,FIRE,partial,open,14,snag,,,N,,,,,,,,,,,,,,
62,08/11/2016,TL0811M1,NE5,D,N,Y,14.5,9.5,100,1,,FIRE,partial,open,160,snag,,,N,,,,,,,,,,,,,,
62,08/11/2016,TL0811M1,NE6,D,Y,Y,16.5,8,100,3,,MPB,none,none,0,snag,,,N,,,,,,,,,,,,,,
62,08/11/2016,TL0811M1,NW1,D,N,N,10.0,8,100,2,,FIRE,none,none,0,snag,,,N,,,,,,,,,,,,,,
62,08/11/2016,TL0811M1,NW2,D,N,N,12.0,12,100,1,,FIRE,partial,open,60,snag,,,N,,,,,,,,,,,,,,
62,08/11/2016,TL0811M1,NW3,D,O,NB,8.0,4,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
62,08/11/2016,TL0811M1,NW4,D,N,N,11.5,8,100,1,,FIRE,none,none,0,snag,,,N,,,,,,,,,,,,,,
62,08/11/2016,TL0811M1,NW5,D,N,N,11.5,10,100,1,,FIRE,partial,open + DECAYED,4,snag,,,N,,,,,,,,,,,,,,
62,08/11/2016,TL0811M1,NW6,D,NC,NB,14.0,6,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
62,08/11/2016,TL0811M1,SE1,D,Y,NB,15.5,8,100,3,,MPB,none,none,0,snag,,,N,,,,,,,,,,,,,,
62,08/11/2016,TL0811M1,SE2,D,N,N,8.5,5.5,50,1,,FIRE,partial,open,40,snag,,,N,,,,,,,,,,,,,,
62,08/11/2016,TL0811M1,SE3,D,N,N,12.0,9,100,1,,FIRE,partial,open,60,snag,,,N,,,,,,,,,,,,,,
