plot,date,plot.id,tree.id,live.dead,j.gal,exit.hole,dbh,scorch.height,bole.scorch,cl.deep.char,prt.deep.char,killed.by,canopy.str,cone.op.cl,cone.ct,snag.cwd,decay,fall prior to fire,prefire.cwd,time.fall,stand.pre.mpb,stand.post.mpb,stand.post.fire,length,full.length,collected as CWD,basalarea,deletebcDECAY,missing data,doublelist,deleteb/c multiple pieces related to single stems,,
26,07/13/2016,EF0713H1,NW5,D,N,N,9.5,4,100,NA,,FIRE,none,none,0,snag,,,N,,,,,,,,,,,,,,
26,07/13/2016,EF0713H1,NW6,D,N,N,10.5,6,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
26,07/13/2016,EF0713H1,SE1,D,N,N,9.0,4.5,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
26,07/13/2016,EF0713H1,SE2,D,N,N,16.0,7,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
26,07/13/2016,EF0713H1,SE3,D,N,N,10.0,6,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
26,07/13/2016,EF0713H1,SE4,D,O,Y,11.5,11,100,1,,FIRE,full,open,200,snag,,,N,,,,,,,,,,,,,,
26,07/13/2016,EF0713H1,SW1,D,N,N,13.0,14,100,1,,FIRE,full,open,50,snag,,,N,,,,,,,,,,,,,,
26,07/13/2016,EF0713H1,SW2,D,N,N,13.0,14,100,1,,FIRE,partial,open,200,snag,,,N,,,,,,,,,,,,,,
26,07/13/2016,EF0713H1,SW3,D,N,N,14.0,8,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
26,07/13/2016,EF0713H1,SW4,D,N,N,12.0,8,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
27,07/13/2016,EF0713M1,NW1,D,N,N,9.0,3,35,2,,OPF,partial,none,0,snag,,,N,,,,,,,,,,,,,,
27,07/13/2016,EF0713M1,SW1,D,Y,Y,15.0,6,40,2,,MPB,partial,open,300,snag,,,N,,,,,,,,,,,,,,
27,07/13/2016,EF0713M1,SW2,D,N,N,14.0,3,25,1,,FIRE,partial,open,200,snag,,,N,,,,,,,,,,,,,,
28,07/13/2016,EF0713L1,NE1,D,O,Y,22.0,0.5,2,2,,OPF,full,both,50,snag,,,N,,,,,,,,,,,,,,
28,07/13/2016,EF0713L1,NE2,D,O,Y,8.5,0.5,1,2,,OPF,partial,none,0,snag,,,N,,,,,,,,,,,,,,
28,07/13/2016,EF0713L1,NE3,D,O,Y,24.5,0.1,3,2,,OPF,full,both,20,snag,,,N,,,,,,,,,,,,,,
28,07/13/2016,EF0713L1,NW1,D,Y,Y,18.0,1,5,2,,MPB,full,closed,100,snag,,,N,,,,,,,,,,,,,,
28,07/13/2016,EF0713L1,NW2,D,N,N,11.5,1,5,2,,OPF,partial,open,20,snag,,,N,,,,,,,,,,,,,,
28,07/13/2016,EF0713L1,NW3,D,Y,Y,27.0,1,5,2,,MPB,partial,open,50,snag,,,N,,,,,,,,,,,,,,
28,07/13/2016,EF0713L1,NW4,D,O,Y,18.0,0.1,0.5,1,,OPF,partial,closed,200,snag,,,N,,,,,,,,,,,,,,
28,07/13/2016,EF0713L1,NW5,D,Y,Y,18.5,1,3,2,,MPB,partial,none,0,snag,,,N,,,,,,,,,,,,,,
28,07/13/2016,EF0713L1,NW6,L,LIVE,LIVE,15.0,0.1,0.5,1,,LIVE,live,closed,5,snag,,,N,,,,,,,,,,,,,,
28,07/13/2016,EF0713L1,NW7,D,Y,Y,21.0,0.5,3,2,,MPB,full,open,160,snag,,,N,,,,,,,,,,,,,,
28,07/13/2016,EF0713L1,SE1,D,Y,Y,18.0,0.1,1,1,,MPB,full,closed,65,snag,,,N,,,,,,,,,,,,,,
28,07/13/2016,EF0713L1,SE2,D,O,Y,13.5,1,5,2,,OPF,partial,open,60,snag,,,N,,,,,,,,,,,,,,
28,07/13/2016,EF0713L1,SE3,D,O,Y,16.5,0.1,1,2,,OPF,full,open,75,snag,,,N,,,,,,,,,,,,,,
28,07/13/2016,EF0713L1,SE4,D,O,Y,20.5,0.5,2,2,,OPF,partial,open,50,snag,,,N,,,,,,,,,,,,,,
28,07/13/2016,EF0713L1,SW1,D,N,N,18.0,0.1,0.5,1,,UNK,partial,open,50,snag,,,N,,,,,,,,,,,,,,
28,07/13/2016,EF0713L1,SW2,D,N,N,15.5,2,10,2,,OPF,partial,open,20,snag,,,N,,,,,,,,,,,,,,
28,07/13/2016,EF0713L1,SW3,D,N,N,12.0,2,5,2,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
28,07/13/2016,EF0713L1,SW4,D,Y,Y,17.5,2,5,2,,MPB,full,open,100,snag,,,N,,,,,,,,,,,,,,
28,07/13/2016,EF0713L1,SW5,D,O,Y,15.5,0.1,0.5,1,,OPF,partial,none,0,snag,,,N,,,,,,,,,,,,,,
28,07/13/2016,EF0713L1,SW6,D,N,N,11.0,0.5,1,2,,OPF,partial,none,0,snag,,,N,,,,,,,,,,,,,,
28,07/13/2016,EF0713L1,SW7,D,Y,Y,15.5,2,10,2,,MPB,partial,none,0,snag,,,N,,,,,,,,,,,,,,
28,07/13/2016,EF0713L1,SW8,D,N,N,8.0,1,2,2,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
29,07/19/2016,BA0719M1,NE1,D,N,Y,10.0,4,60,1,,FIRE,full,closed,140,snag,,,N,,,,,,,,,,,,,,
29,07/19/2016,BA0719M1,NE2,D,N,N,7.5,3,40,1,,FIRE,full,partial,15,snag,,,N,,,,,,,,,,,,,,
29,07/19/2016,BA0719M1,NE3,D,N,Y,11.5,4,35,1,,FIRE,full,open,240,snag,,,N,,,,,,,,,,,,,,
29,07/19/2016,BA0719M1,NE4,D,N,N,9.0,2.5,15,1,,FIRE,full,partial,10,snag,,,N,,,,,,,,,,,,,,
29,07/19/2016,BA0719M1,NE5,D,N,N,8.5,3,30,1,,FIRE,full,closed,20,snag,,,N,,,,,,,,,,,,,,
29,07/19/2016,BA0719M1,NE6,D,N,N,8.0,4,30,1,,FIRE,partial,both,75,snag,,,N,,,,,,,,,,,,,,
29,07/19/2016,BA0719M1,NE7,D,N,Y,13.5,3,10,1,,FIRE,full,closed,50,snag,,,N,,,,,,,,,,,,,,
29,07/19/2016,BA0719M1,NW1,D,N,N,8.5,0.5,5,1,,FIRE,full,open,10,snag,,,N,,,,,,,,,,,,,,
29,07/19/2016,BA0719M1,NW2,D,N,N,10.5,1.5,12,1,,FIRE,full,open,200,snag,,,N,,,,,,,,,,,,,,
29,07/19/2016,BA0719M1,NW3,D,N,N,14.5,1.5,10,1,,FIRE,full,both,200,snag,,,N,,,,,,,,,,,,,,
29,07/19/2016,BA0719M1,SE1,D,N,Y,8.5,3.5,30,1,,FIRE,partial,open,40,snag,,,N,,,,,,,,,,,,,,
29,07/19/2016,BA0719M1,SE2,D,Y,Y,11.0,5,45,2,,MPB,partial,open,20,snag,,,N,,,,,,,,,,,,,,
29,07/19/2016,BA0719M1,SE3,D,O,Y,11.0,6,65,2,,OPF,partial,open,70,snag,,,N,,,,,,,,,,,,,,
29,07/19/2016,BA0719M1,SE4,D,N,Y,8.5,5.5,65,1,,FIRE,partial,open,55,snag,,,N,,,,,,,,,,,,,,
29,07/19/2016,BA0719M1,SE5,D,N,Y,8.5,4,35,1,,FIRE,full,closed,5,snag,,,N,,,,,,,,,,,,,,
29,07/19/2016,BA0719M1,SE6,D,Y,Y,15.0,3,20,2,,MPB,partial,open,20,snag,,,N,,,,,,,,,,,,,,
29,07/19/2016,BA0719M1,SE7,D,O,N,10.5,2,15,1,,FIRE,full,both,,snag,,,N,,,,,,,,,,,,,,
29,07/19/2016,BA0719M1,SW1,D,N,N,10.0,2,15,1,,FIRE,full,open,200,snag,,,N,,,,,,,,,,,,,,
29,07/19/2016,BA0719M1,SW2,D,N,N,10.5,2,15,1,,FIRE,full,open,20,snag,,,N,,,,,,,,,,,,,,
29,07/19/2016,BA0719M1,SW3,D,N,N,10.0,1.5,12,1,,FIRE,full,open,125,snag,,,N,,,,,,,,,,,,,,
29,07/19/2016,BA0719M1,SW4,D,N,N,11.5,1,10,1,,FIRE,full,open,200,snag,,,N,,,,,,,,,,,,,,
29,07/19/2016,BA0719M1,SW5,D,N,N,10.0,2,15,1,,FIRE,full,open,125,snag,,,N,,,,,,,,,,,,,,
29,07/19/2016,BA0719M1,SW6,D,N,N,9.0,1.5,12,1,,FIRE,full,open,150,snag,,,N,,,,,,,,,,,,,,
29,07/19/2016,BA0719M1,SW7,D,N,N,9.0,2,15,1,,FIRE,full,open,150,snag,,,N,,,,,,,,,,,,,,
29,07/19/2016,BA0719M1,SW8,D,Y,Y,12.5,2,15,2,,MPB,partial,open,100,snag,,,N,,,,,,,,,,,,,,
30,07/19/2016,BA0719M1,NE1,D,Y,Y,20.5,8,90,3,,MPB,partial,none,0,snag,,,N,,,,,,,,,,,,,,
30,07/19/2016,BA0719M1,NE2,D,Y,Y,14.5,8,80,2,,MPB,partial,open,15,snag,,,N,,,,,,,,,,,,,,
30,07/19/2016,BA0719M1,NW1,D,Y,Y,14.5,12,70,4,,MPB,partial,open,7,snag,,,N,,,,,,,,,,,,,,
30,07/19/2016,BA0719M1,NW2,D,Y,Y,15.5,12,90,4,,MPB,none,none,0,snag,,,N,,,,,,,,,,,,,,
30,07/19/2016,BA0719M1,SE1,D,N,N,9.5,8,70,1,,FIRE,full,open,90,snag,,,N,,,,,,,,,,,,,,
30,07/19/2016,BA0719M1,SE2,D,N,N,11.0,5.5,60,2,,OPF,full,open,90,snag,,,N,,,,,,,,,,,,,,
30,07/19/2016,BA0719M1,SW1,D,N,N,12.5,12,95,4,,OPF,partial,open,35,snag,,,N,,,,,,,,,,,,,,
30,07/19/2016,BA0719M1,SW2,D,Y,Y,18.5,8,60,3,,MPB,NA,open,300,snag,,,N,,,,,,,,,,,,,,
30,07/19/2016,BA0719M1,SW3,D,N,N,11.0,4,15,2,,FIRE,full,open,80,snag,,,N,,,,,,,,,,,,,,
31,07/19/2016,BA0719L1,NE1,D,O,N,8.5,3,25,2,,OPF,full,none,0,snag,,,N,,,,,,,,,,,,,,
31,07/19/2016,BA0719L1,SE1,D,O,Y,11.5,5,50,2,,OPF,partial,none,0,snag,,,N,,,,,,,,,,,,,,
31,07/19/2016,BA0719L1,SE2,D,N,N,12.5,2,5,1,,FIRE,full,both,130,snag,,,N,,,,,,,,,,,,,,
31,07/19/2016,BA0719L1,SE3,D,N,N,11.0,5,60,2,,OPF,full,open,190,snag,,,N,,,,,,,,,,,,,,
31,07/19/2016,BA0719L1,SW1,D,O,Y,19.0,0.5,3,1,,FIRE,full,open,200,snag,,,N,,,,,,,,,,,,,,
31,07/19/2016,BA0719L1,SW2,D,N,N,11.0,1.5,5,1,,FIRE,full,open,300,snag,,,N,,,,,,,,,,,,,,
32,07/20/2016,BA0720L1,NE1,D,N,N,9.5,0.5,10,1,,FIRE,full,open,40,snag,,,N,,,,,,,,,,,,,,
32,07/20/2016,BA0720L1,NE2,D,Y,Y,21.5,1,6,2,,MPB,full,closed,30,snag,,,N,,,,,,,,,,,,,,
32,07/20/2016,BA0720L1,NE3,L,LIVE,LIVE,11.0,0.5,2,1,,LIVE,live,closed,85,snag,,,N,,,,,,,,,,,,,,
32,07/20/2016,BA0720L1,NE4,L,LIVE,LIVE,8.5,0.1,1,1,,LIVE,live,partial,10,snag,,,N,,,,,,,,,,,,,,
32,07/20/2016,BA0720L1,NW1,D,N,N,9.0,0.1,0.5,1,,FIRE,full,closed,40,snag,,,N,,,,,,,,,,,,,,
32,07/20/2016,BA0720L1,NW2,D,N,N,8.0,0.5,1,1,,FIRE,full,closed,12,snag,,,N,,,,,,,,,,,,,,
32,07/20/2016,BA0720L1,NW3,D,Y,Y,19.0,4.5,20,1,,MPB,full,open,200,snag,,,N,,,,,,,,,,,,,,
32,07/20/2016,BA0720L1,SE1,D,Y,Y,19.5,0.5,5,2,,MPB,full,closed,70,snag,,,N,,,,,,,,,,,,,,
32,07/20/2016,BA0720L1,SE2,D,Y,Y,21.5,NA,1,2,,MPB,full,closed,60,snag,,,N,,,,,,,,,,,,,,
32,07/20/2016,BA0720L1,SW1,D,N,N,8.0,0.1,0.5,1,,FIRE,full,open,6,snag,,,N,,,,,,,,,,,,,,
32,07/20/2016,BA0720L1,SW2,L,N,N,9.5,0.1,0.5,1,,LIVE,live,closed,26,snag,,,N,,,,,,,,,,,,,,
32,07/20/2016,BA0720L1,SW3,D,O,Y,11.0,0.1,0.5,1,,FIRE,full,closed,150,snag,,,N,,,,,,,,,,,,,,
32,07/20/2016,BA0720L1,SW4,D,O,Y,10.5,0.1,0.5,1,,FIRE,full,both,85,snag,,,N,,,,,,,,,,,,,,
32,07/20/2016,BA0720L1,SW5,D,N,N,7.5,0.1,0.5,1,,FIRE,full,both,40,snag,,,N,,,,,,,,,,,,,,
32,07/20/2016,BA0720L1,SW6,L,N,N,11.0,0.1,0.5,1,,LIVE,live,closed,150,snag,,,N,,,,,,,,,,,,,,
33,07/20/2016,BA0720H1,NE1,D,N,N,11.0,10,100,2,,OPF,partial,open,200,snag,,,N,,,,,,,,,,,,,,
33,07/20/2016,BA0720H1,NE2,D,NC,NB,13.5,9,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
33,07/20/2016,BA0720H1,NE3,D,NC,NB,9.0,4.5,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
33,07/20/2016,BA0720H1,NE4,D,N,Y,10.0,10,100,1,,FIRE,full,open,240,snag,,,N,,,,,,,,,,,,,,
33,07/20/2016,BA0720H1,NE5,D,N,N,7.5,7,100,1,,FIRE,partial,open,40,snag,,,N,,,,,,,,,,,,,,
33,07/20/2016,BA0720H1,NW1,D,NC,NB,11.0,8,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
33,07/20/2016,BA0720H1,SE1,D,N,N,12.0,10,100,1,,FIRE,full,open,55,snag,,,N,,,,,,,,,,,,,,
33,07/20/2016,BA0720H1,SE2,D,NC,NB,10.5,8.5,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
33,07/20/2016,BA0720H1,SE3,D,N,N,9.5,9,100,2,,OPF,full,open,135,snag,,,N,,,,,,,,,,,,,,
33,07/20/2016,BA0720H1,SE4,D,N,N,14.0,10,100,1,,FIRE,full,open,235,snag,,,N,,,,,,,,,,,,,,
33,07/20/2016,BA0720H1,SW1,D,NC,NB,18.0,8,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
33,07/20/2016,BA0720H1,SW2,D,N,N,11.5,9,100,2,,FIRE,partial,open,300,snag,,,N,,,,,,,,,,,,,,
34,07/20/2016,BA0720H2,NE1,D,NC,NB,12.5,8.5,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
34,07/20/2016,BA0720H2,NE2,D,NC,NB,13.0,8.5,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
34,07/20/2016,BA0720H2,NE3,D,O,NB,14.0,7.5,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
34,07/20/2016,BA0720H2,NW1,D,NC,NB,14.5,9,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
34,07/20/2016,BA0720H2,NW2,D,NC,NB,9.5,9,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
34,07/20/2016,BA0720H2,NW3,D,NC,NB,11.0,9,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
34,07/20/2016,BA0720H2,SE1,D,NC,NB,8.5,6,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
34,07/20/2016,BA0720H2,SE2,D,NC,NB,11.0,9.5,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
34,07/20/2016,BA0720H2,SE3,D,NC,NB,11.0,9.5,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
34,07/20/2016,BA0720H2,SW1,D,NC,NB,12.0,9,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
34,07/20/2016,BA0720H2,SW2,D,N,N,11.0,11,100,2,,FIRE,partial,open,125,snag,,,N,,,,,,,,,,,,,,
34,07/20/2016,BA0720H2,SW3,D,NC,NB,9.5,8,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
35,07/20/2016,BA0720M1,NE1,D,Y,Y,19.5,2.5,15,2,,MPB,full,closed,200,snag,,,N,,,,,,,,,,,,,,
35,07/20/2016,BA0720M1,NE2,D,Y,Y,16.5,3.5,25,2,,MPB,full,both,45,snag,,,N,,,,,,,,,,,,,,
35,07/20/2016,BA0720M1,NW1,D,Y,Y,18.0,2,15,2,,MPB,partial,open,12,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,NE1,D,N,N,8.0,9,100,1,,FIRE,partial,open,5,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,NE2,D,N,Y,11.5,11,100,1,,FIRE,full,open,40,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,NE3,D,N,N,10.5,10.5,100,1,,FIRE,partial,open,80,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,NE4,D,N,N,11.0,9.5,100,1,,FIRE,full,open,3,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,NE5,D,N,N,10.5,9.5,100,1,,FIRE,full,open,110,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,NE6,D,N,N,7.5,9.5,100,1,,FIRE,partial,open,10,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,NE7,D,N,N,12.0,9.5,100,1,,FIRE,full,open,15,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,NE8,D,N,Y,10.0,10,100,1,,FIRE,full,open,90,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,NW1,D,N,N,15.5,14,100,1,,FIRE,full,open,70,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,NW2,D,N,N,11.0,13,100,1,,FIRE,full,open,100,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,NW3,D,O,N,8.5,7.5,100,3,,OPF,partial,none,0,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,NW4,D,N,N,8.0,13,100,1,,FIRE,full,open,200,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,NW5,D,N,N,9.0,13,100,1,,FIRE,partial,open,9,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,NW6,D,N,N,14.0,14,100,1,,FIRE,full,open,100,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,NW7,D,N,N,11.5,13,100,1,,FIRE,full,open,50,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,SE1,D,N,N,8.0,9,100,1,,FIRE,partial,open,70,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,SE2,D,N,N,11.0,11,100,1,,FIRE,full,open,65,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,SE3,D,N,Y,11.5,10,100,1,,FIRE,full,open,180,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,SE4,D,N,N,8.5,7,100,1,,FIRE,full,open,70,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,SE5,D,N,N,8.0,8,100,1,,FIRE,full,open,20,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,SE6,D,N,N,8.5,9.5,100,1,,FIRE,full,open,140,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,SE7,D,N,N,10.5,9.5,100,1,,FIRE,full,open,130,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,SE8,D,N,N,8.0,10,100,1,,FIRE,partial,open,30,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,SW1,D,N,N,7.5,12,100,1,,FIRE,partial,open,30,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,SW2,D,N,N,11.5,12,100,1,,FIRE,partial,open,10,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,SW3,D,N,N,8.5,13,100,1,,FIRE,partial,open,200,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,SW4,D,N,N,8.0,11,100,1,,FIRE,partial,open,20,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,SW5,D,N,N,13.0,14,100,1,,FIRE,full,open,400,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,SW6,D,N,N,9.5,12,100,1,,FIRE,partial,open,200,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,SW7,D,O,Y,8.0,10,100,3,,OPF,none,none,0,snag,,,N,,,,,,,,,,,,,,
36,07/21/2016,BA0721H1,SW8,D,Y,Y,12.0,8,100,3,,MPB,none,none,0,snag,,,N,,,,,,,,,,,,,,
37,07/21/2016,BA0721L1,NE1,D,Y,Y,18.0,1.5,15,2,,MPB,partial,none,0,snag,,,N,,,,,,,,,,,,,,
37,07/21/2016,BA0721L1,NE2,D,Y,Y,15.0,2,10,2,,MPB,full,open,180,snag,,,N,,,,,,,,,,,,,,
37,07/21/2016,BA0721L1,NE3,D,N,N,9.5,0.5,1,2,,OPF,partial,none,0,snag,,,N,,,,,,,,,,,,,,
37,07/21/2016,BA0721L1,NE4,D,Y,Y,13.5,1,10,2,,MPB,partial,open,170,snag,,,N,,,,,,,,,,,,,,
37,07/21/2016,BA0721L1,NW1,D,O,Y,10.5,0.5,3,2,,OPF,partial,open,200,snag,,,N,,,,,,,,,,,,,,
37,07/21/2016,BA0721L1,NW2,D,Y,Y,13.0,1.5,5,2,,MPB,partial,open,3,snag,,,N,,,,,,,,,,,,,,
37,07/21/2016,BA0721L1,NW3,D,Y,Y,14.5,8,25,2,,MPB,partial,open,30,snag,,,N,,,,,,,,,,,,,,
37,07/21/2016,BA0721L1,SE1,D,Y,Y,11.5,1.5,10,2,,MPB,full,both,25,snag,,,N,,,,,,,,,,,,,,
37,07/21/2016,BA0721L1,SE2,D,O,N,10.5,1,5,2,,OPF,partial,open,15,snag,,,N,,,,,,,,,,,,,,
37,07/21/2016,BA0721L1,SE3,D,Y,Y,14.5,3,7,2,,MPB,full,both,75,snag,,,N,,,,,,,,,,,,,,
37,07/21/2016,BA0721L1,SE4,D,O,N,7.5,0.5,3,2,,OPF,partial,open,3,snag,,,N,,,,,,,,,,,,,,
37,07/21/2016,BA0721L1,SE5,D,O,Y,9.5,1,10,2,,OPF,partial,open,50,snag,,,N,,,,,,,,,,,,,,
37,07/21/2016,BA0721L1,SW1,D,O,Y,11.0,1.5,3,2,,OPF,partial,open,100,snag,,,N,,,,,,,,,,,,,,
37,07/21/2016,BA0721L1,SW2,D,O,Y,10.5,3,7,2,,OPF,partial,open,40,snag,,,N,,,,,,,,,,,,,,
37,07/21/2016,BA0721L1,SW3,D,Y,Y,18.0,6,15,2,,MPB,full,open,400,snag,,,N,,,,,,,,,,,,,,
37,07/21/2016,BA0721L1,SW4,D,N,N,15.0,1.5,3,1,,FIRE,full,open,300,snag,,,N,,,,,,,,,,,,,,
38,07/21/2016,BA0721H2,NE1,D,Y,Y,12.5,5.5,100,3,,MPB,none,none,0,snag,,,N,,,,,,,,,,,,,,
38,07/21/2016,BA0721H2,NW1,D,Y,Y,14.0,10,100,4,,MPB,partial,none,0,snag,,,N,,,,,,,,,,,,,,
38,07/21/2016,BA0721H2,NW2,D,Y,Y,14.5,10,90,3,,MPB,partial,open,8,snag,,,N,,,,,,,,,,,,,,
38,07/21/2016,BA0721H2,NW3,D,Y,Y,14.0,10,100,3,,MPB,none,none,0,snag,,,N,,,,,,,,,,,,,,
38,07/21/2016,BA0721H2,NW4,D,N,N,13.0,12,100,2,,FIRE,full,open,200,snag,,,N,,,,,,,,,,,,,,
38,07/21/2016,BA0721H2,NW5,D,Y,Y,21.5,12,90,3,,MPB,partial,open,150,snag,,,N,,,,,,,,,,,,,,
38,07/21/2016,BA0721H2,SE1,D,N,N,15.5,10.5,80,3,,OPF,partial,open,85,snag,,,N,,,,,,,,,,,,,,
38,07/21/2016,BA0721H2,SW1,D,N,N,14.0,12,100,2,,FIRE,full,open,200,snag,,,N,,,,,,,,,,,,,,
39,07/22/2016,BA0722L1,NE1,D,Y,Y,14.5,0.1,2,2,,MPB,full,closed,30,snag,,,N,,,,,,,,,,,,,,
39,07/22/2016,BA0722L1,NE2,L,LIVE,LIVE,13.5,0.5,3,1,,LIVE,live,closed,45,snag,,,N,,,,,,,,,,,,,,
39,07/22/2016,BA0722L1,NE3,D,O,Y,8.0,0,0,1,,OPF,partial,none,0,snag,,,N,,,,,,,,,,,,,,
39,07/22/2016,BA0722L1,NE4,L,LIVE,LIVE,9.5,0,0,1,,LIVE,live,closed,40,snag,,,N,,,,,,,,,,,,,,
39,07/22/2016,BA0722L1,NW1,D,Y,Y,9.5,0.5,3,2,,MPB,partial,closed,50,snag,,,N,,,,,,,,,,,,,,
39,07/22/2016,BA0722L1,NW2,D,O,N,7.5,0.1,0.5,1,,FIRE,full,closed,12,snag,,,N,,,,,,,,,,,,,,
39,07/22/2016,BA0722L1,NW3,D,O,Y,13.0,0.1,0.5,1,,FIRE,full,closed,300,snag,,,N,,,,,,,,,,,,,,
39,07/22/2016,BA0722L1,NW4,L,LIVE,LIVE,10.5,0.1,0.5,1,,LIVE,live,closed,50,snag,,,N,,,,,,,,,,,,,,
39,07/22/2016,BA0722L1,NW5,L,LIVE,LIVE,9.0,0,0,1,,LIVE,live,closed,50,snag,,,N,,,,,,,,,,,,,,
39,07/22/2016,BA0722L1,NW6,L,LIVE,LIVE,12.5,0.1,0.5,1,,LIVE,live,closed,50,snag,,,N,,,,,,,,,,,,,,
39,07/22/2016,BA0722L1,SE1,L,LIVE,LIVE,NA,0.1,0.5,1,,LIVE,live,closed,50,snag,,,N,,,,,,,,,,,,,,
39,07/22/2016,BA0722L1,SE2,D,Y,Y,10.0,0.1,0.5,1,,MPB,partial,closed,70,snag,,,N,,,,,,,,,,,,,,
39,07/22/2016,BA0722L1,SE3,L,LIVE,LIVE,7.5,0.5,2,1,,LIVE,live,none,0,snag,,,N,,,,,,,,,,,,,,
39,07/22/2016,BA0722L1,SE4,L,LIVE,LIVE,14.0,0,0,1,,LIVE,live,closed,90,snag,,,N,,,,,,,,,,,,,,
39,07/22/2016,BA0722L1,SE5,D,Y,Y,14.0,0,0,1,,MPB,full,closed,40,snag,,,N,,,,,,,,,,,,,,
39,07/22/2016,BA0722L1,SE6,D,O,Y,8.5,0.5,2,2,,OPF,partial,closed,40,snag,,,N,,,,,,,,,,,,,,
39,07/22/2016,BA0722L1,SE7,D,Y,Y,14.5,0.1,3,2,,MPB,full,closed,7,snag,,,N,,,,,,,,,,,,,,
39,07/22/2016,BA0722L1,SE8,D,Y,Y,10.0,0,0,1,,MPB,partial,closed,25,snag,,,N,,,,,,,,,,,,,,
39,07/22/2016,BA0722L1,SW1,D,O,Y,13.5,0.5,2,1,,FIRE,full,closed,250,snag,,,N,,,,,,,,,,,,,,
39,07/22/2016,BA0722L1,SW2,D,N,N,8.5,0.5,2,1,,UNK,full,closed,25,snag,,,N,,,,,,,,,,,,,,
39,07/22/2016,BA0722L1,SW3,D,Y,Y,10.0,0.5,2,2,,MPB,partial,closed,20,snag,,,N,,,,,,,,,,,,,,
