plot.mpb,plot,date,plot.id,tree.id,species,live.dead,j.gal,exit.hole,dbh,scorch.height,bole.scorch,cl.deep.char,killed.by,mortality,canopy.str,cone.op.cl,cone.ct,snag.cwd,preb.ld,preb.sd,pref.ld,pref.sd,postf.ld,postf.sd
LL6,6,7/3/2016,CEC0703M1,SE6,pico,D,Y,Y,11.5,1.5,5,2,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
HH7,7,7/5/2016,CEC0705H1,NW2,pico,D,Y,Y,26,16,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
HH7,7,7/5/2016,CEC0705H1,SW1,pico,D,Y,Y,26,16,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
HH7,7,7/5/2016,CEC0705H1,SE2,pico,D,Y,Y,24.5,11,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
HH7,7,7/5/2016,CEC0705H1,NE2,pico,D,Y,Y,23.5,11,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
HH7,7,7/5/2016,CEC0705H1,NW1,pico,D,Y,Y,23,16,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MH8,8,7/5/2016,CEC0705H2,NW1,pico,D,Y,Y,21,16,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MH8,8,7/5/2016,CEC0705H2,SW1,pico,D,Y,Y,18,16,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MH8,8,7/5/2016,CEC0705H2,NE1,pico,D,Y,Y,16,12,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MH8,8,7/5/2016,CEC0705H2,NW2,pico,D,Y,Y,14,15,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MH8,8,7/5/2016,CEC0705H2,NE2,pico,D,Y,Y,11.5,14,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LH09,9,7/5/2016,CEC0705H3,NW2,pico,D,Y,N,22.5,12,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LH09,9,7/5/2016,CEC0705H3,NE2,pico,D,Y,N,17.5,15,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LH11,11,7/5/2016,CEC0705H5,SE2,pico,D,Y,Y,23.5,14,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LH11,11,7/5/2016,CEC0705H5,SE1,pico,D,Y,N,13,6,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LL12,12,7/6/2016,CEC0706L1,NE1,pico,D,Y,Y,17.5,0.1,1,2,MPB,BOM,full,open,110,snag,live,stand,dead,stand,dead,stand
LL12,12,7/6/2016,CEC0706L1,NE2,pico,D,Y,Y,16.5,0,0,1,MPB,BOM,full,closed,150,snag,live,stand,dead,stand,dead,stand
LL12,12,7/6/2016,CEC0706L1,SW2,pico,D,Y,Y,15,10,50,2,MPB,BOM,partial,closed,150,snag,live,stand,dead,stand,dead,stand
ML13,13,7/6/2016,CEC0706L2,SE5,pico,D,Y,Y,21.5,1,3,2,MPB,BOM,full,open,300,snag,live,stand,dead,stand,dead,stand
ML13,13,7/6/2016,CEC0706L2,SW1,pico,D,Y,Y,20.5,0,0,1,MPB,BOM,partial,closed,300,snag,live,stand,dead,stand,dead,stand
ML13,13,7/6/2016,CEC0706L2,NW2,pico,D,Y,Y,20.5,2,5,2,MPB,BOM,full,closed,200,snag,live,stand,dead,stand,dead,stand
ML13,13,7/6/2016,CEC0706L2,SE3,pico,D,Y,Y,18.5,1,4,2,MPB,BOM,full,closed,30,snag,live,stand,dead,stand,dead,stand
ML13,13,7/6/2016,CEC0706L2,NE1,pico,D,Y,Y,18,0.5,2,2,MPB,BOM,full,closed,30,snag,live,stand,dead,stand,dead,stand
ML13,13,7/6/2016,CEC0706L2,NW1,pico,D,Y,Y,16.5,1.5,5,2,MPB,BOM,full,closed,500,snag,live,stand,dead,stand,dead,stand
ML13,13,7/6/2016,CEC0706L2,NE5,pico,D,Y,Y,15.5,1,1,2,MPB,BOM,full,closed,100,snag,live,stand,dead,stand,dead,stand
ML13,13,7/6/2016,CEC0706L2,SW2,pico,D,Y,Y,14.5,0.5,3,2,MPB,BOM,partial,closed,200,snag,live,stand,dead,stand,dead,stand
ML13,13,7/6/2016,CEC0706L2,NE2,pico,D,Y,Y,9,0.1,1,2,MPB,BOM,full,closed,2,snag,live,stand,dead,stand,dead,stand
ML14,14,7/6/2016,CEC0706L3,NW3,pico,D,Y,Y,25.5,3,15,2,MPB,BOM,full,closed,200,snag,live,stand,dead,stand,dead,stand
ML14,14,7/6/2016,CEC0706L3,NE1,pico,D,Y,Y,25,3,15,2,MPB,BOM,full,both,40,snag,live,stand,dead,stand,dead,stand
ML14,14,7/6/2016,CEC0706L3,SE2,pico,D,Y,Y,23.5,3,10,2,MPB,BOM,full,both,100,snag,live,stand,dead,stand,dead,stand
ML14,14,7/6/2016,CEC0706L3,NW2,pico,D,Y,Y,23,3,15,2,MPB,BOM,partial,closed,100,snag,live,stand,dead,stand,dead,stand
ML14,14,7/6/2016,CEC0706L3,SE3,pico,D,Y,Y,23,4,25,2,MPB,BOM,full,open,130,snag,live,stand,dead,stand,dead,stand
ML14,14,7/6/2016,CEC0706L3,NW5,pico,D,Y,Y,20,4,20,2,MPB,BOM,full,open,150,snag,live,stand,dead,stand,dead,stand
HM15,15,7/7/2016,EF0707M1,SE3,pico,D,Y,Y,24.5,18.5,65,2,MPB,BOM,none,none,0,cwd,live,stand,dead,stand,dead,down
HM15,15,7/7/2016,EF0707M1,NE1,pico,D,Y,Y,14.5,6,45,2,MPB,BOM,none,none,0,cwd,live,stand,dead,stand,dead,down
HM15,15,7/7/2016,EF0707M1,NW1,pico,D,Y,Y,13,6,20,2,MPB,BOM,none,none,0,cwd,live,stand,dead,stand,dead,down
MH16,16,7/7/2016,EF0707H2,NE1,pico,D,Y,Y,24.5,12,100,4,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MH16,16,7/7/2016,EF0707H2,SE2,pico,D,Y,N,20.5,11,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MH16,16,7/7/2016,EF0707H2,SE1,pico,D,Y,Y,17,11,98,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MM17,17,7/7/2016,EF0707H1,NW3,pico,D,Y,Y,22.5,8,40,1,MPB,BOM,partial,open,120,snag,live,stand,dead,stand,dead,stand
MM17,17,7/7/2016,EF0707H1,NW4,pico,D,Y,Y,18.5,8,40,1,MPB,BOM,partial,open,100,snag,live,stand,dead,stand,dead,stand
MM17,17,7/7/2016,EF0707H1,NE7,pico,D,Y,Y,16,13,100,2,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MM17,17,7/7/2016,EF0707H1,SW5,pico,D,Y,Y,14.5,8,50,2,MPB,BOM,full,open,10,snag,live,stand,dead,stand,dead,stand
MM17,17,7/7/2016,EF0707H1,NW2,pico,D,Y,Y,13.5,10,50,1,MPB,BOM,partial,open,300,snag,live,stand,dead,stand,dead,stand
MM17,17,7/7/2016,EF0707H1,SW3,pico,D,Y,Y,13.5,12,70,2,MPB,BOM,full,open,400,snag,live,stand,dead,stand,dead,stand
MM17,17,7/7/2016,EF0707H1,SE1,pico,D,Y,N,13.5,12,75,3,MPB,BOM,partial,none,0,snag,live,stand,dead,stand,dead,stand
MM17,17,7/7/2016,EF0707H1,NE5,pico,D,Y,Y,13,15,95,2,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MM17,17,7/7/2016,EF0707H1,NE2,pico,D,Y,N,10,10.5,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MM17,17,7/7/2016,EF0707H1,SE7,pico,D,Y,N,9,11,96,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MM17,17,7/7/2016,EF0707H1,SE3,pico,D,Y,N,7.5,9,70,2,MPB,BOM,partial,none,0,snag,live,stand,dead,stand,dead,stand
HL18,18,7/9/2016,CEC0709L1,SW1,pico,D,Y,Y,23.5,1,5,2,MPB,BOM,partial,closed,100,snag,live,stand,dead,stand,dead,stand
HL18,18,7/9/2016,CEC0709L1,SE6,pico,D,Y,Y,22,0,0,1,MPB,BOM,full,closed,400,snag,live,stand,dead,stand,dead,stand
HL18,18,7/9/2016,CEC0709L1,SE5,pico,D,Y,Y,21,1.5,3,2,MPB,BOM,partial,closed,30,snag,live,stand,dead,stand,dead,stand
HL18,18,7/9/2016,CEC0709L1,NW2,pico,D,Y,Y,20,0.1,0.5,2,MPB,BOM,partial,closed,150,snag,live,stand,dead,stand,dead,stand
HL18,18,7/9/2016,CEC0709L1,SE2,pico,D,Y,Y,18.5,0.5,1,1,MPB,BOM,full,closed,30,snag,live,stand,dead,stand,dead,stand
HL18,18,7/9/2016,CEC0709L1,NW1,pico,D,Y,Y,18,0,0,1,MPB,BOM,full,closed,300,snag,live,stand,dead,stand,dead,stand
HL18,18,7/9/2016,CEC0709L1,SE1,pico,D,Y,Y,17.5,1,3,2,MPB,BOM,full,open,70,snag,live,stand,dead,stand,dead,stand
HL18,18,7/9/2016,CEC0709L1,NE4,pico,D,Y,Y,16,2.5,12,2,MPB,BOM,full,closed,80,snag,live,stand,dead,stand,dead,stand
HL18,18,7/9/2016,CEC0709L1,NE2,pico,D,Y,Y,14.5,0.5,1,2,MPB,BOM,full,closed,130,snag,live,stand,dead,stand,dead,stand
HL18,18,7/9/2016,CEC0709L1,SE4,pico,D,Y,Y,12,0.1,0.5,2,MPB,BOM,partial,closed,2,snag,live,stand,dead,stand,dead,stand
MM19,19,7/9/2016,CEC0709M1,SW1,pico,D,Y,Y,21.5,4,20,2,MPB,BOM,full,open,300,snag,live,stand,dead,stand,dead,stand
MM19,19,7/9/2016,CEC0709M1,SE3,pico,D,Y,Y,20.5,11,100,2,MPB,BOM,partial,open,15,snag,live,stand,dead,stand,dead,stand
MM19,19,7/9/2016,CEC0709M1,NW3,pico,D,Y,Y,19.5,2,10,2,MPB,BOM,full,open,200,snag,live,stand,dead,stand,dead,stand
MM19,19,7/9/2016,CEC0709M1,NE4,pico,D,Y,Y,18,12,97,2,MPB,BOM,full,open,140,snag,live,stand,dead,stand,dead,stand
MM19,19,7/9/2016,CEC0709M1,SW3,pico,D,Y,Y,17.5,5,20,2,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MM19,19,7/9/2016,CEC0709M1,NW2,pico,D,Y,Y,17,0.5,3,2,MPB,BOM,full,open,300,snag,live,stand,dead,stand,dead,stand
MM19,19,7/9/2016,CEC0709M1,SW2,pico,D,Y,Y,17,4,20,2,MPB,BOM,full,open,35,snag,live,stand,dead,stand,dead,stand
MM20,20,7/10/2016,EF0710M1,SW1,pico,D,Y,Y,21.5,6,40,2,MPB,BOM,partial,closed,100,snag,live,stand,dead,stand,dead,stand
ML23,23,7/11/2016,EF0711L1,NW3,pico,D,Y,Y,27.5,1.5,7,2,MPB,BOM,full,closed,500,snag,live,stand,dead,stand,dead,stand
ML23,23,7/11/2016,EF0711L1,NW4,pico,D,Y,Y,20,0.5,5,1,MPB,BOM,full,both,7,snag,live,stand,dead,stand,dead,stand
ML23,23,7/11/2016,EF0711L1,NE1,pico,D,Y,Y,19,1,5,2,MPB,BOM,partial,closed,110,snag,live,stand,dead,stand,dead,stand
ML23,23,7/11/2016,EF0711L1,SEB,pico,D,Y,Y,18,2,2,2,MPB,BOM,full,open,400,snag,live,stand,dead,stand,dead,stand
ML23,23,7/11/2016,EF0711L1,NW1,pico,D,Y,Y,17,0.1,0.5,1,MPB,BOM,partial,none,0,snag,live,stand,dead,stand,dead,stand
HL24,24,7/11/2016,EF0711L2,SW1,pico,D,Y,Y,31.5,1.5,5,2,MPB,BOM,partial,closed,1000,snag,live,stand,dead,stand,dead,stand
HL24,24,7/11/2016,EF0711L2,SE1,pico,D,Y,Y,25,0.1,0.5,1,MPB,BOM,full,open,220,snag,live,stand,dead,stand,dead,stand
HL24,24,7/11/2016,EF0711L2,NE4,pico,D,Y,Y,20.5,0,0,1,MPB,BOM,full,both,400,snag,live,stand,dead,stand,dead,stand
HL24,24,7/11/2016,EF0711L2,SW3,pico,D,Y,Y,20.5,2,5,2,MPB,BOM,full,closed,300,snag,live,stand,dead,stand,dead,stand
HL24,24,7/11/2016,EF0711L2,NW1,pico,D,Y,Y,19.5,2,10,2,MPB,BOM,partial,closed,250,snag,live,stand,dead,stand,dead,stand
HL24,24,7/11/2016,EF0711L2,SW2,pico,D,Y,Y,15.5,0.5,2,2,MPB,BOM,partial,open,60,snag,live,stand,dead,stand,dead,stand
HL24,24,7/11/2016,EF0711L2,NE1,pico,D,Y,Y,15,0,0,1,MPB,BOM,partial,both,140,snag,live,stand,dead,stand,dead,stand
HL24,24,7/11/2016,EF0711L2,NE3,pico,D,Y,Y,14.5,0.1,0.5,1,MPB,BOM,partial,open,20,snag,live,stand,dead,stand,dead,stand
HL24,24,7/11/2016,EF0711L2,NE2,pico,D,Y,Y,13.5,0.1,0.5,1,MPB,BOM,partial,open,8,snag,live,stand,dead,stand,dead,stand
MM27,27,7/13/2016,EF0713M1,NE1,pico,D,Y,Y,21,18,65,3,MPB,BOM,partial,none,0,cwd,live,stand,dead,stand,dead,down
MM27,27,7/13/2016,EF0713M1,NW2,pico,D,Y,Y,20.5,12,50,2,MPB,BOM,partial,open,2,cwd,live,stand,dead,stand,dead,down
MM27,27,7/13/2016,EF0713M1,SE2,pico,D,Y,Y,19,2.5,10,2,MPB,BOM,partial,none,35,cwd,live,stand,dead,stand,dead,down
MM27,27,7/13/2016,EF0713M1,SE4,pico,D,Y,Y,18,2,3,2,MPB,BOM,none,none,0,cwd,live,stand,dead,stand,dead,down
MM27,27,7/13/2016,EF0713M1,NE3,pico,D,Y,Y,16,5.5,10,2,MPB,BOM,partial,none,9,cwd,live,stand,dead,stand,dead,down
MM27,27,7/13/2016,EF0713M1,SW1,pico,D,Y,Y,15,6,40,2,MPB,BOM,partial,open,300,snag,live,stand,dead,stand,dead,stand
MM27,27,7/13/2016,EF0713M1,SW4,pico,D,Y,Y,15,9,50,3,MPB,BOM,partial,open,20,cwd,live,stand,dead,down,dead,down
ML28,28,7/13/2016,EF0713L1,NW3,pico,D,Y,Y,27,1,5,2,MPB,BOM,partial,open,50,snag,live,stand,dead,stand,dead,stand
ML28,28,7/13/2016,EF0713L1,NW7,pico,D,Y,Y,21,0.5,3,2,MPB,BOM,full,open,160,snag,live,stand,dead,stand,dead,stand
ML28,28,7/13/2016,EF0713L1,NW5,pico,D,Y,Y,18.5,1,3,2,MPB,BOM,partial,none,0,snag,live,stand,dead,stand,dead,stand
ML28,28,7/13/2016,EF0713L1,SE1,pico,D,Y,Y,18,0.1,1,1,MPB,BOM,full,closed,65,snag,live,stand,dead,stand,dead,stand
ML28,28,7/13/2016,EF0713L1,NW1,pico,D,Y,Y,18,1,5,2,MPB,BOM,full,closed,100,snag,live,stand,dead,stand,dead,stand
ML28,28,7/13/2016,EF0713L1,SW4,pico,D,Y,Y,17.5,2,5,2,MPB,BOM,full,open,100,snag,live,stand,dead,stand,dead,stand
ML28,28,7/13/2016,EF0713L1,SW7,pico,D,Y,Y,15.5,2,10,2,MPB,BOM,partial,none,0,snag,live,stand,dead,stand,dead,stand
LM29,29,7/19/2016,BA0719M1,SE6,pico,D,Y,Y,15,3,20,2,MPB,BOM,partial,open,20,snag,live,stand,dead,stand,dead,stand
LM29,29,7/19/2016,BA0719M1,SW8,pico,D,Y,Y,12.5,2,15,2,MPB,BOM,partial,open,100,snag,live,stand,dead,stand,dead,stand
LM29,29,7/19/2016,BA0719M1,SE2,pico,D,Y,Y,11,5,45,2,MPB,BOM,partial,open,20,snag,live,stand,dead,stand,dead,stand
MM30,30,7/19/2016,BA0719M1,NE1,pico,D,Y,Y,20.5,8,90,3,MPB,BOM,partial,none,0,snag,live,stand,dead,stand,dead,stand
MM30,30,7/19/2016,BA0719M1,SW2,pico,D,Y,Y,18.5,8,60,3,MPB,BOM,NA,open,300,snag,live,stand,dead,stand,dead,stand
MM30,30,7/19/2016,BA0719M1,NW2,pico,D,Y,Y,15.5,12,90,4,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MM30,30,7/19/2016,BA0719M1,NE2,pico,D,Y,Y,14.5,8,80,2,MPB,BOM,partial,open,15,snag,live,stand,dead,stand,dead,stand
MM30,30,7/19/2016,BA0719M1,NW1,pico,D,Y,Y,14.5,12,70,4,MPB,BOM,partial,open,7,snag,live,stand,dead,stand,dead,stand
LL32,32,7/20/2016,BA0720L1,NE2,pico,D,Y,Y,21.5,1,6,2,MPB,BOM,full,closed,30,snag,live,stand,dead,stand,dead,stand
LL32,32,7/20/2016,BA0720L1,SE2,pico,D,Y,Y,21.5,NA,1,2,MPB,BOM,full,closed,60,snag,live,stand,dead,stand,dead,stand
LL32,32,7/20/2016,BA0720L1,SE1,pico,D,Y,Y,19.5,0.5,5,2,MPB,BOM,full,closed,70,snag,live,stand,dead,stand,dead,stand
LL32,32,7/20/2016,BA0720L1,NW3,pico,D,Y,Y,19,4.5,20,1,MPB,BOM,full,open,200,snag,live,stand,dead,stand,dead,stand
HM35,35,7/20/2016,BA0720M1,SEA,pico,D,Y,Y,24,4,40,2,MPB,BOM,partial,none,0,snag,live,stand,dead,stand,dead,down
HM35,35,7/20/2016,BA0720M1,NE1,pico,D,Y,Y,19.5,2.5,15,2,MPB,BOM,full,closed,200,snag,live,stand,dead,stand,dead,stand
HM35,35,7/20/2016,BA0720M1,NW1,pico,D,Y,Y,18,2,15,2,MPB,BOM,partial,open,12,snag,live,stand,dead,stand,dead,stand
HM35,35,7/20/2016,BA0720M1,NE2,pico,D,Y,Y,16.5,3.5,25,2,MPB,BOM,full,both,45,snag,live,stand,dead,stand,dead,stand
LH36,36,7/21/2016,BA0721H1,SW8,pico,D,Y,Y,12,8,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
ML37,37,7/21/2016,BA0721L1,NE1,pico,D,Y,Y,18,1.5,15,2,MPB,BOM,partial,none,0,snag,live,stand,dead,stand,dead,stand
ML37,37,7/21/2016,BA0721L1,SW3,pico,D,Y,Y,18,6,15,2,MPB,BOM,full,open,400,snag,live,stand,dead,stand,dead,stand
ML37,37,7/21/2016,BA0721L1,NE2,pico,D,Y,Y,15,2,10,2,MPB,BOM,full,open,180,snag,live,stand,dead,stand,dead,stand
ML37,37,7/21/2016,BA0721L1,SE3,pico,D,Y,Y,14.5,3,7,2,MPB,BOM,full,both,75,snag,live,stand,dead,stand,dead,stand
ML37,37,7/21/2016,BA0721L1,NW3,pico,D,Y,Y,14.5,8,25,2,MPB,BOM,partial,open,30,snag,live,stand,dead,stand,dead,stand
ML37,37,7/21/2016,BA0721L1,NE4,pico,D,Y,Y,13.5,1,10,2,MPB,BOM,partial,open,170,snag,live,stand,dead,stand,dead,stand
ML37,37,7/21/2016,BA0721L1,NW2,pico,D,Y,Y,13,1.5,5,2,MPB,BOM,partial,open,3,snag,live,stand,dead,stand,dead,stand
ML37,37,7/21/2016,BA0721L1,SE1,pico,D,Y,Y,11.5,1.5,10,2,MPB,BOM,full,both,25,snag,live,stand,dead,stand,dead,stand
MH38,38,7/21/2016,BA0721H2,NW5,pico,D,Y,Y,21.5,12,90,3,MPB,BOM,partial,open,150,snag,live,stand,dead,stand,dead,stand
MH38,38,7/21/2016,BA0721H2,NW2,pico,D,Y,Y,14.5,10,90,3,MPB,BOM,partial,open,8,snag,live,stand,dead,stand,dead,stand
MH38,38,7/21/2016,BA0721H2,NW3,pico,D,Y,Y,14,10,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MH38,38,7/21/2016,BA0721H2,NW1,pico,D,Y,Y,14,10,100,4,MPB,BOM,partial,none,0,snag,live,stand,dead,stand,dead,stand
MH38,38,7/21/2016,BA0721H2,NE1,pico,D,Y,Y,12.5,5.5,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
LL39,39,7/22/2016,BA0722L1,SW7,pico,D,Y,Y,15,0.1,0.5,2,MPB,BOM,full,closed,200,snag,live,stand,dead,stand,dead,stand
LL39,39,7/22/2016,BA0722L1,NE1,pico,D,Y,Y,14.5,0.1,2,2,MPB,BOM,full,closed,30,snag,live,stand,dead,stand,dead,stand
LL39,39,7/22/2016,BA0722L1,SE7,pico,D,Y,Y,14.5,0.1,3,2,MPB,BOM,full,closed,7,snag,live,stand,dead,stand,dead,stand
LL39,39,7/22/2016,BA0722L1,SE5,pico,D,Y,Y,14,0,0,1,MPB,BOM,full,closed,40,snag,live,stand,dead,stand,dead,stand
LL39,39,7/22/2016,BA0722L1,SW6,pico,D,Y,Y,13,0,0,1,MPB,BOM,full,closed,30,snag,live,stand,dead,stand,dead,stand
LL39,39,7/22/2016,BA0722L1,SW4,pico,D,Y,Y,11,0.5,2,2,MPB,BOM,partial,closed,10,snag,live,stand,dead,stand,dead,stand
LL39,39,7/22/2016,BA0722L1,SE8,pico,D,Y,Y,10,0,0,1,MPB,BOM,partial,closed,25,snag,live,stand,dead,stand,dead,stand
LL39,39,7/22/2016,BA0722L1,SE2,pico,D,Y,Y,10,0.1,0.5,1,MPB,BOM,partial,closed,70,snag,live,stand,dead,stand,dead,stand
LL39,39,7/22/2016,BA0722L1,SW3,pico,D,Y,Y,10,0.5,2,2,MPB,BOM,partial,closed,20,snag,live,stand,dead,stand,dead,stand
LL39,39,7/22/2016,BA0722L1,NW1,pico,D,Y,Y,9.5,0.5,3,2,MPB,BOM,partial,closed,50,snag,live,stand,dead,stand,dead,stand
MH40,40,7/22/2016,BA0722H1,NE5,pico,D,Y,Y,16.5,11,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MH40,40,7/22/2016,BA0722H1,NW3,pico,D,Y,NB,16.5,14,99,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MH40,40,7/22/2016,BA0722H1,SE1,pico,D,Y,Y,14,9,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MH40,40,7/22/2016,BA0722H1,NW1,pico,D,Y,NB,13,9,99,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MH40,40,7/22/2016,BA0722H1,NW2,pico,D,Y,NB,12,10,99,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MH40,40,7/22/2016,BA0722H1,NE4,pico,D,Y,NB,11.5,5.5,100,3,MPB,BOM,none,none,0,snag,live,stand,dead,stand,dead,stand
MH41,41,7/22/2016,BA0722H2,NE1,pico,D,Y,Y,20,9.5,100,3,MPB,BOM,full,open,180,snag,live,stand,dead,stand,dead,stand
MH41,41,7/22/2016,BA0722H2,NW1,pico,D,NC,Y,18.5,6,50,2,MPB,BOM,partial,open,200,snag,live,stand,dead,stand,dead,stand
MH41,41,7/22/2016,BA0722H2,SE2,pico,D,Y,Y,17.5,9,40,2,MPB,BOM,partial,none,0,cwd,live,stand,dead,stand,dead,down
MH41,41,7/22/2016,BA0722H2,SW1,pico,D,Y,Y,17.5,10,85,4,MPB,BOM,partial,open,10,cwd,live,stand,dead,stand,dead,down
LL42,42,7/28/2016,BA0728L1,NW8,pico,D,Y,Y,15.5,0.5,2,2,MPB,BOM,partial,closed,5,snag,live,stand,dead,stand,dead,stand
LL42,42,7/28/2016,BA0728L1,NW9,pico,D,Y,Y,14.5,1,5,2,MPB,BOM,partial,closed,100,snag,live,stand,dead,stand,dead,stand
LL42,42,7/28/2016,BA0728L1,SW3,pico,D,Y,Y,14,2,10,1,MPB,BOM,full,both,400,snag,live,stand,dead,stand,dead,stand
LL42,42,7/28/2016,BA0728L1,SW4,pico,D,Y,Y,14,0.5,2,2,MPB,BOM,full,closed,400,snag,live,stand,dead,stand,dead,stand
LL42,42,7/28/2016,BA0728L1,NW7,pico,D,Y,Y,14,1.5,7,2,MPB,BOM,full,closed,250,snag,live,stand,dead,stand,dead,stand
LL42,42,7/28/2016,BA0728L1,NE4,pico,D,Y,Y,10.5,0,0,1,MPB,BOM,partial,closed,200,snag,live,stand,dead,stand,dead,stand
LL42,42,7/28/2016,BA0728L1,NE2,pico,D,Y,Y,9,0,0,1,MPB,BOM,partial,none,0,snag,live,stand,dead,stand,dead,stand
MM43,43,7/29/2016,BA0729L1,SE1,pico,D,Y,Y,21,1,6,1,MPB,BOM,full,closed,70,snag,live,stand,dead,stand,dead,stand
MM43,43,7/29/2016,BA0729L1,SW1,pico,D,Y,Y,19,4,15,2,MPB,BOM,full,closed,150,snag,live,stand,dead,stand,dead,stand
MM43,43,7/29/2016,BA0729L1,SE7,pico,D,Y,Y,18,0,0,1,MPB,BOM,partial,closed,30,snag,live,stand,dead,stand,dead,stand
MM43,43,7/29/2016,BA0729L1,SW2,pico,D,Y,Y,17.5,0,0,1,MPB,BOM,full,BOTH,300,snag,live,stand,dead,stand,dead,stand
MM43,43,7/29/2016,BA0729L1,SW3,pico,D,Y,Y,17,0.5,2,2,MPB,BOM,partial,partial,30,snag,live,stand,dead,stand,dead,stand
MM43,43,7/29/2016,BA0729L1,NE1,pico,D,Y,Y,17,2,10,2,MPB,BOM,full,closed,35,snag,live,stand,dead,stand,dead,stand
MM43,43,7/29/2016,BA0729L1,NE2,pico,D,Y,Y,15,0.5,3,1,MPB,BOM,partial,closed,360,snag,live,stand,dead,stand,dead,stand
MM43,43,7/29/2016,BA0729L1,NW1,pico,D,Y,Y,15,2,10,2,MPB,BOM,full,open,30,snag,live,stand,dead,stand,dead,stand
MM43,43,7/29/2016,BA0729L1,SE4,pico,D,Y,Y,14,0.5,2,2,MPB,BOM,partial,none,0,snag,live,stand,dead,stand,dead,stand
MM43,43,7/29/2016,BA0729L1,NW2,pico,D,Y,Y,12,1.5,7,2,MPB,BOM,partial,none,0,snag,live,stand,dead,stand,dead,stand
HL44,44,7/30/2016,BA0730L1,SE2,pico,D,Y,Y,31,0,12,2,MPB,BOM,partial,both,25,cwd,live,stand,dead,down,dead,down
HL44,44,7/30/2016,BA0730L1,SE4,pico,D,Y,Y,28,0,60,2,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
HL44,44,7/30/2016,BA0730L1,SE6,pico,D,Y,Y,26,0,3,2,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
HL44,44,7/30/2016,BA0730L1,NEA,pico,D,Y,Y,26,0,90,4,MPB,BOM,none,none,0,cwd,live,stand,dead,down,dead,down
HL44,44,7/30/2016,BA0730L1,NW3,pico,D,Y,Y,25,0.5,2,2,MPB,BOM,full,closed,400,snag,live,stand,dead,stand,dead,stand
HL44,44,7/30/2016,BA0730L1,NW1,pico,D,Y,Y,21,1.5,7,2,MPB,BOM,partial,closed,200,snag,live,stand,dead,stand,dead,stand
HL44,44,7/30/2016,BA0730L1,SW1,pico,D,Y,Y,21,2,10,2,MPB,BOM,full,PARTIALLY OPEN,10,snag,live,stand,dead,stand,dead,stand
HL44,44,7/30/2016,BA0730L1,SE1,pico,D,Y,Y,20.5,0.5,3,2,MPB,BOM,partial,closed,70,snag,live,stand,dead,stand,dead,stand
HL44,44,7/30/2016,BA0730L1,SW5,pico,D,Y,Y,19.5,0,0,1,MPB,BOM,partial,partial,15,snag,live,stand,dead,stand,dead,stand
HL44,44,7/30/2016,BA0730L1,SE3,pico,D,Y,Y,17.5,0.5,3,2,MPB,BOM,partial,both,20,cwd,live,stand,dead,stand,dead,down
