plot.mpb,plot,date,plot.id,tree.id,species,live.dead,j.gal,exit.hole,dbh,scorch.height,bole.scorch,cl.deep.char,killed.by,mortality,canopy.str,cone.op.cl,cone.ct,snag.cwd,preb.ld,preb.sd,pref.ld,pref.sd,postf.ld,postf.sd
LH36,36,7/21/2016,BA0721H1,SE2,pico,D,N,N,11,11,100,1,FIRE,FIRE,full,open,65,snag,live,stand,live,stand,dead,stand
LH36,36,7/21/2016,BA0721H1,NW2,pico,D,N,N,11,13,100,1,FIRE,FIRE,full,open,100,snag,live,stand,live,stand,dead,stand
LH36,36,7/21/2016,BA0721H1,NE5,pico,D,N,N,10.5,9.5,100,1,FIRE,FIRE,full,open,110,snag,live,stand,live,stand,dead,stand
LH36,36,7/21/2016,BA0721H1,SE7,pico,D,N,N,10.5,9.5,100,1,FIRE,FIRE,full,open,130,snag,live,stand,live,stand,dead,stand
LH36,36,7/21/2016,BA0721H1,NE3,pico,D,N,N,10.5,10.5,100,1,FIRE,FIRE,partial,open,80,snag,live,stand,live,stand,dead,stand
LH36,36,7/21/2016,BA0721H1,NE8,pico,D,N,Y,10,10,100,1,FIRE,FIRE,full,open,90,snag,live,stand,live,stand,dead,stand
LH36,36,7/21/2016,BA0721H1,SW6,pico,D,N,N,9.5,12,100,1,FIRE,FIRE,partial,open,200,snag,live,stand,live,stand,dead,stand
LH36,36,7/21/2016,BA0721H1,NW5,pico,D,N,N,9,13,100,1,FIRE,FIRE,partial,open,9,snag,live,stand,live,stand,dead,stand
LH36,36,7/21/2016,BA0721H1,SE4,pico,D,N,N,8.5,7,100,1,FIRE,FIRE,full,open,70,snag,live,stand,live,stand,dead,stand
LH36,36,7/21/2016,BA0721H1,SE6,pico,D,N,N,8.5,9.5,100,1,FIRE,FIRE,full,open,140,snag,live,stand,live,stand,dead,stand
LH36,36,7/21/2016,BA0721H1,SW3,pico,D,N,N,8.5,13,100,1,FIRE,FIRE,partial,open,200,snag,live,stand,live,stand,dead,stand
LH36,36,7/21/2016,BA0721H1,SE5,pico,D,N,N,8,8,100,1,FIRE,FIRE,full,open,20,snag,live,stand,live,stand,dead,stand
LH36,36,7/21/2016,BA0721H1,NE1,pico,D,N,N,8,9,100,1,FIRE,FIRE,partial,open,5,snag,live,stand,live,stand,dead,stand
LH36,36,7/21/2016,BA0721H1,SE1,pico,D,N,N,8,9,100,1,FIRE,FIRE,partial,open,70,snag,live,stand,live,stand,dead,stand
LH36,36,7/21/2016,BA0721H1,SE8,pico,D,N,N,8,10,100,1,FIRE,FIRE,partial,open,30,snag,live,stand,live,stand,dead,stand
LH36,36,7/21/2016,BA0721H1,SW4,pico,D,N,N,8,11,100,1,FIRE,FIRE,partial,open,20,snag,live,stand,live,stand,dead,stand
LH36,36,7/21/2016,BA0721H1,NW4,pico,D,N,N,8,13,100,1,FIRE,FIRE,full,open,200,snag,live,stand,live,stand,dead,stand
LH36,36,7/21/2016,BA0721H1,NE6,pico,D,N,N,7.5,9.5,100,1,FIRE,FIRE,partial,open,10,snag,live,stand,live,stand,dead,stand
LH36,36,7/21/2016,BA0721H1,SW1,pico,D,N,N,7.5,12,100,1,FIRE,FIRE,partial,open,30,snag,live,stand,live,stand,dead,stand
ML37,37,7/21/2016,BA0721L1,SW4,pico,D,N,N,15,1.5,3,1,FIRE,FIRE,full,open,300,snag,live,stand,live,stand,dead,stand
MH38,38,7/21/2016,BA0721H2,SW1,pico,D,N,N,14,12,100,2,FIRE,FIRE,full,open,200,snag,live,stand,live,stand,dead,stand
MH38,38,7/21/2016,BA0721H2,NW4,pico,D,N,N,13,12,100,2,FIRE,FIRE,full,open,200,snag,live,stand,live,stand,dead,stand
LL39,39,7/22/2016,BA0722L1,SW1,pico,D,O,Y,13.5,0.5,2,1,FIRE,FIRE,full,closed,250,snag,live,stand,live,stand,dead,stand
LL39,39,7/22/2016,BA0722L1,NW3,pico,D,O,Y,13,0.1,0.5,1,FIRE,FIRE,full,closed,300,snag,live,stand,live,stand,dead,stand
LL39,39,7/22/2016,BA0722L1,NW2,pico,D,O,N,7.5,0.1,0.5,1,FIRE,FIRE,full,closed,12,snag,live,stand,live,stand,dead,stand
MH40,40,7/22/2016,BA0722H1,NE1,pico,D,N,N,13,13,100,1,FIRE,FIRE,partial,open,140,snag,live,stand,live,stand,dead,stand
MH40,40,7/22/2016,BA0722H1,SE2,pico,D,N,Y,12.5,9,100,1,FIRE,FIRE,full,both,60,snag,live,stand,live,stand,dead,stand
MH40,40,7/22/2016,BA0722H1,NE3,pico,D,N,N,12,11,100,1,FIRE,FIRE,partial,open,100,snag,live,stand,live,stand,dead,stand
MH40,40,7/22/2016,BA0722H1,NE2,pico,D,N,N,11,10,100,1,FIRE,FIRE,partial,open,30,snag,live,stand,live,stand,dead,stand
MH40,40,7/22/2016,BA0722H1,,pigl,D,,,11,,,,FIRE,FIRE,,,,snag,live,stand,live,stand,dead,stand
MH40,40,7/22/2016,BA0722H1,,pigl,D,,,12.5,,,,FIRE,FIRE,,,,snag,live,stand,live,stand,dead,stand
MH40,40,7/22/2016,BA0722H1,,pigl,D,,,13,,,,FIRE,FIRE,,,,snag,live,stand,live,stand,dead,stand
MH40,40,7/22/2016,BA0722H1,,pigl,D,,,13.5,,,,FIRE,FIRE,,,,snag,live,stand,live,stand,dead,stand
LL42,42,7/28/2016,BA0728L1,NW10,pico,D,O,Y,13,0.5,2,1,FIRE,FIRE,full,both,200,snag,live,stand,live,stand,dead,stand
LL42,42,7/28/2016,BA0728L1,SE2,pico,D,O,Y,10,0.5,3,1,FIRE,FIRE,partial,closed,15,snag,live,stand,live,stand,dead,stand
MM43,43,7/29/2016,BA0729L1,SE6,pico,D,O,Y,15.5,0.5,3,1,FIRE,FIRE,full,closed,50,snag,live,stand,live,stand,dead,stand
MM43,43,7/29/2016,BA0729L1,NW6,pico,D,O,Y,15.5,1.5,NA,1,FIRE,FIRE,full,closed,200,snag,live,stand,live,stand,dead,stand
MM43,43,7/29/2016,BA0729L1,SE5,pico,D,O,Y,15,0.5,3,1,FIRE,FIRE,full,closed,80,snag,live,stand,live,stand,dead,stand
MM43,43,7/29/2016,BA0729L1,NW3,pico,D,O,Y,14,0.5,2,1,FIRE,FIRE,full,closed,200,snag,live,stand,live,stand,dead,stand
MM43,43,7/29/2016,BA0729L1,SE2,pico,D,O,Y,14,1,5,1,FIRE,FIRE,full,open,14,snag,live,stand,live,stand,dead,stand
LL47,47,7/30/2016,BA0730L3,NW1,pico,D,N,N,14,1,10,1,FIRE,FIRE,full,BOTH,200,snag,live,stand,live,stand,dead,stand
LL47,47,7/30/2016,BA0730L3,NE2,pico,D,N,N,9.5,1,7,1,FIRE,FIRE,full,BOTH,135,snag,live,stand,live,stand,dead,stand
LL47,47,7/30/2016,BA0730L3,SE1,pico,D,N,N,9.5,1,8,1,FIRE,FIRE,full,closed,25,snag,live,stand,live,stand,dead,stand
LL47,47,7/30/2016,BA0730L3,NE1,pico,D,N,N,9,1,23,1,FIRE,FIRE,full,open,16,snag,live,stand,live,stand,dead,stand
ML49,49,7/31/2016,BA0731L1,SE3,pico,D,O,Y,16.5,1,4,1,FIRE,FIRE,full,closed,130,snag,live,stand,live,stand,dead,stand
LM50,50,8/1/2016,BA0801M1,SE1,pico,D,N,N,13,3,45,1,FIRE,FIRE,full,closed,25,snag,live,stand,live,stand,dead,stand
LM50,50,8/1/2016,BA0801M1,SW1,pico,D,N,N,12,0.1,0.5,1,FIRE,FIRE,full,BOTH,130,snag,live,stand,live,stand,dead,stand
LM50,50,8/1/2016,BA0801M1,SW3,pico,D,N,N,10.5,1.5,15,2,FIRE,FIRE,full,closed,75,snag,live,stand,live,stand,dead,stand
MM52,52,8/7/2016,TL0807M2,NE3,pico,D,N,Y,12.5,5.5,30,1,FIRE,FIRE,full,closed,70,snag,live,stand,live,stand,dead,stand
MM52,52,8/7/2016,TL0807M2,NE2,pico,D,N,N,11,8,100,1,FIRE,FIRE,partial,closed,120,snag,live,stand,live,stand,dead,stand
LM53,53,8/7/2016,TL0807M1,NE3,pico,D,N,N,17,7.5,65,1,FIRE,FIRE,partial,closed,70,snag,live,stand,live,stand,dead,stand
LM53,53,8/7/2016,TL0807M1,NE4,pico,D,N,N,14,6,70,1,FIRE,FIRE,partial,partial,7,snag,live,stand,live,stand,dead,stand
LL55,55,8/9/2016,TL0809L1,NW1,pico,D,O,Y,15.5,0.5,3,1,FIRE,FIRE,full,closed,200,snag,live,stand,live,stand,dead,stand
LL55,55,8/9/2016,TL0809L1,NW5,pico,D,N,N,13,2.5,20,1,FIRE,FIRE,full,closed,150,snag,live,stand,live,stand,dead,stand
LL55,55,8/9/2016,TL0809L1,NE3,pico,D,N,N,12.5,0.5,5,1,FIRE,FIRE,full,closed,50,snag,live,stand,live,stand,dead,stand
LL55,55,8/9/2016,TL0809L1,SW1,pico,D,O,Y,12,0.5,3,1,FIRE,FIRE,full,closed,100,snag,live,stand,live,stand,dead,stand
LL55,55,8/9/2016,TL0809L1,NE4,pico,D,N,N,10,0.1,4,1,FIRE,FIRE,partial,closed,75,snag,live,stand,live,stand,dead,stand
LL55,55,8/9/2016,TL0809L1,SE1,pico,D,N,Y,9.5,0.1,3,1,FIRE,FIRE,full,open,15,snag,live,stand,live,stand,dead,stand
LH56,56,8/9/2016,TL0809H1,NW1,pico,D,N,N,10.5,10,100,1,FIRE,FIRE,partial,open,40,snag,live,stand,live,stand,dead,stand
LH56,56,8/9/2016,TL0809H1,SW1,pico,D,N,N,10,10,100,1,FIRE,FIRE,partial,open,9,snag,live,stand,live,stand,dead,stand
LH56,56,8/9/2016,TL0809H1,SW2,pico,D,N,N,8,6,100,2,FIRE,FIRE,partial,open,6,snag,live,stand,live,stand,dead,stand
LH56,56,8/9/2016,TL0809H1,SW3,pico,D,N,N,7.5,5.5,100,1,FIRE,FIRE,partial,open,4,snag,live,stand,live,stand,dead,stand
LH57,57,8/9/2016,TL0809H2,SE1,pico,D,N,Y,15.5,10,100,1,FIRE,FIRE,partial,open,210,snag,live,stand,live,stand,dead,stand
LH57,57,8/9/2016,TL0809H2,NE1,pico,D,N,N,13.5,6,100,1,FIRE,FIRE,partial,open,80,snag,live,stand,live,stand,dead,stand
LH57,57,8/9/2016,TL0809H2,SE4,pico,D,N,N,13,9,100,1,FIRE,FIRE,full,open,200,snag,live,stand,live,stand,dead,stand
LH57,57,8/9/2016,TL0809H2,SE3,pico,D,N,N,12.5,9,100,1,FIRE,FIRE,partial,open,30,snag,live,stand,live,stand,dead,stand
LH57,57,8/9/2016,TL0809H2,SW3,pico,D,N,N,11,9,100,1,FIRE,FIRE,partial,open,30,snag,live,stand,live,stand,dead,stand
LH57,57,8/9/2016,TL0809H2,NE2,pico,D,N,N,10.5,6.5,55,1,FIRE,FIRE,partial,open,40,snag,live,stand,live,stand,dead,stand
LH57,57,8/9/2016,TL0809H2,NW1,pico,D,N,N,10,9,100,1,FIRE,FIRE,partial,NA,20,snag,live,stand,live,stand,dead,stand
LH57,57,8/9/2016,TL0809H2,SE2,pico,D,N,N,8,9,100,1,FIRE,FIRE,partial,open,20,snag,live,stand,live,stand,dead,stand
LH58,58,8/10/2016,TL0810H1,SE1,pico,D,N,N,11.5,8.5,100,1,FIRE,FIRE,full,open,130,snag,live,stand,live,stand,dead,stand
LH58,58,8/10/2016,TL0810H1,SW3,pico,D,N,N,11.5,12,50,2,FIRE,FIRE,partial,open,100,cwd,live,stand,live,stand,dead,down
LH58,58,8/10/2016,TL0810H1,NE1,pico,D,N,N,10.5,6.5,100,1,FIRE,FIRE,full,open,90,snag,live,stand,live,stand,dead,stand
LH58,58,8/10/2016,TL0810H1,SE4,pico,D,N,N,10.5,9,100,1,FIRE,FIRE,full,open,20,snag,live,stand,live,stand,dead,stand
LH58,58,8/10/2016,TL0810H1,SE3,pico,D,N,N,10.5,9,100,1,FIRE,FIRE,partial,open,25,snag,live,stand,live,stand,dead,stand
LH58,58,8/10/2016,TL0810H1,SW1,pico,D,N,N,10,10,100,2,FIRE,FIRE,partial,open,20,cwd,live,stand,live,stand,dead,down
LH58,58,8/10/2016,TL0810H1,SW2,pico,D,N,N,9,10,100,2,FIRE,FIRE,partial,open,180,cwd,live,stand,live,stand,dead,down
ML59,59,8/10/2016,TL0810L1,SE1,pico,D,N,N,15.5,1.5,10,1,FIRE,FIRE,full,open,10,snag,live,stand,live,stand,dead,stand
ML59,59,8/10/2016,TL0810L1,NW5,pico,D,N,N,15,2,10,1,FIRE,FIRE,full,BOTH,300,snag,live,stand,live,stand,dead,stand
ML59,59,8/10/2016,TL0810L1,NW3,pico,D,N,N,13.5,1.5,10,1,FIRE,FIRE,partial,closed,200,snag,live,stand,live,stand,dead,stand
ML59,59,8/10/2016,TL0810L1,SE4,pico,D,N,N,10.5,0.5,4,1,FIRE,FIRE,full,partial,8,snag,live,stand,live,stand,dead,stand
ML59,59,8/10/2016,TL0810L1,SE3,pico,D,N,N,10.5,2,12,1,FIRE,FIRE,partial,open,70,snag,live,stand,live,stand,dead,stand
ML59,59,8/10/2016,TL0810L1,SW2,pico,D,N,N,8.5,2.5,30,1,FIRE,FIRE,full,open,85,snag,live,stand,live,stand,dead,stand
ML59,59,8/10/2016,TL0810L1,SE2,pico,D,N,N,7.5,0.5,10,1,FIRE,FIRE,full,open,10,snag,live,stand,live,stand,dead,stand
LM60,60,8/10/2016,TL0810M1,SW3,pico,D,N,N,13,5,40,2,FIRE,FIRE,full,open,200,snag,live,stand,live,stand,dead,stand
LM60,60,8/10/2016,TL0810M1,NE3,pico,D,N,Y,12,3,35,1,FIRE,FIRE,full,open,25,snag,live,stand,live,stand,dead,stand
LM60,60,8/10/2016,TL0810M1,NE1,pico,D,N,N,8.5,4.5,60,1,FIRE,FIRE,full,open,10,snag,live,stand,live,stand,dead,stand
LM60,60,8/10/2016,TL0810M1,SW2,pico,D,N,N,8.5,5,40,1,FIRE,FIRE,full,open,150,snag,live,stand,live,stand,dead,stand
LM60,60,8/10/2016,TL0810M1,SE2,pico,D,N,Y,8,2,55,1,FIRE,FIRE,full,none,0,snag,live,stand,live,stand,dead,stand
LM60,60,8/10/2016,TL0810M1,SE3,pico,D,N,Y,8,4,55,1,FIRE,FIRE,full,none,0,snag,live,stand,live,stand,dead,stand
LM60,60,8/10/2016,TL0810M1,SW1,pico,D,N,N,8,5,40,1,FIRE,FIRE,full,open,40,snag,live,stand,live,stand,dead,stand
LM60,60,8/10/2016,TL0810M1,SE1,pico,D,N,N,7.5,4.5,50,1,FIRE,FIRE,full,open,2,snag,live,stand,live,stand,dead,stand
LM60,60,8/10/2016,TL0810M1,NE2,pico,D,N,N,7.5,5.5,80,1,FIRE,FIRE,partial,open,22,snag,live,stand,live,stand,dead,stand
LL61,61,8/11/2016,TL0811L1,NE5,pico,D,N,Y,16.5,0.5,10,1,FIRE,FIRE,full,open,20,snag,live,stand,live,stand,dead,stand
LL61,61,8/11/2016,TL0811L1,NE1,pico,D,N,N,16.5,2,11,1,FIRE,FIRE,full,both,16,snag,live,stand,live,stand,dead,stand
LL61,61,8/11/2016,TL0811L1,NE2,pico,D,N,N,12.5,1.5,8,1,FIRE,FIRE,full,closed,22,snag,live,stand,live,stand,dead,stand
LL61,61,8/11/2016,TL0811L1,NE4,pico,D,N,Y,8.5,0.5,8,1,FIRE,FIRE,full,open,4,snag,live,stand,live,stand,dead,stand
LL61,61,8/11/2016,TL0811L1,SE1,pico,D,N,Y,8.5,2,10,1,FIRE,FIRE,full,open,2,snag,live,stand,live,stand,dead,stand
LM62,62,8/11/2016,TL0811M1,NE5,pico,D,N,Y,14.5,9.5,100,1,FIRE,FIRE,partial,open,160,snag,live,stand,live,stand,dead,stand
LM62,62,8/11/2016,TL0811M1,SE3,pico,D,N,N,12,9,100,1,FIRE,FIRE,partial,open,60,snag,live,stand,live,stand,dead,stand
LM62,62,8/11/2016,TL0811M1,NW2,pico,D,N,N,12,12,100,1,FIRE,FIRE,partial,open,60,snag,live,stand,live,stand,dead,stand
LM62,62,8/11/2016,TL0811M1,NW4,pico,D,N,N,11.5,8,100,1,FIRE,FIRE,none,none,0,snag,live,stand,live,stand,dead,stand
LM62,62,8/11/2016,TL0811M1,NW5,pico,D,N,N,11.5,10,100,1,FIRE,FIRE,partial,open + DECAYED,4,snag,live,stand,live,stand,dead,stand
LM62,62,8/11/2016,TL0811M1,SW5,pico,D,N,N,10,6,50,1,FIRE,FIRE,partial,none,0,cwd,live,stand,live,stand,dead,down
LM62,62,8/11/2016,TL0811M1,SW4,pico,D,N,N,10,12,100,1,FIRE,FIRE,partial,open,100,snag,live,stand,live,stand,dead,stand
LM62,62,8/11/2016,TL0811M1,NW1,pico,D,N,N,10,8,100,2,FIRE,FIRE,none,none,0,snag,live,stand,live,stand,dead,stand
LM62,62,8/11/2016,TL0811M1,SE2,pico,D,N,N,8.5,5.5,50,1,FIRE,FIRE,partial,open,40,snag,live,stand,live,stand,dead,stand
LM62,62,8/11/2016,TL0811M1,NE4,pico,D,N,N,8.5,6,70,1,FIRE,FIRE,partial,open,14,snag,live,stand,live,stand,dead,stand
LH63,63,8/11/2016,TL0811H1,SW1,pico,D,N,N,17,12,80,1,FIRE,FIRE,full,open,800,snag,live,stand,live,stand,dead,stand
LH63,63,8/11/2016,TL0811H1,NE1,pico,D,N,N,15.5,12.5,100,1,FIRE,FIRE,partial,open,400,snag,live,stand,live,stand,dead,stand
LL3,3,7/1/2016,CEC0701L1,SW5,pico,L,live,live,14,0.5,2,1,LIVE,LIVE,live,closed,200,snag,live,stand,live,stand,live,stand
LL3,3,7/1/2016,CEC0701L1,SW10,pico,L,live,live,11,0.5,2,1,LIVE,LIVE,live,closed,200,snag,live,stand,live,stand,live,stand
LL3,3,7/1/2016,CEC0701L1,SE11,pico,L,live,live,9.5,0.5,3,1,LIVE,LIVE,live,closed,50,snag,live,stand,live,stand,live,stand
LL12,12,7/6/2016,CEC0706L1,NW1,pico,L,live,live,12,0.1,0,1,LIVE,LIVE,live,closed,100,snag,live,stand,live,stand,live,stand
ML13,13,7/6/2016,CEC0706L2,SW4,pico,L,live,live,14.5,0.1,0.5,1,LIVE,LIVE,live,closed,300,snag,live,stand,live,stand,live,stand
ML13,13,7/6/2016,CEC0706L2,NE3,pico,L,live,live,10.5,1,7,1,LIVE,LIVE,live,closed,50,snag,live,stand,live,stand,live,stand
ML14,14,7/6/2016,CEC0706L3,NE2,pico,L,live,live,12.5,0.1,1,1,LIVE,LIVE,full,both,60,live,live,stand,live,stand,live,stand
HL18,18,7/9/2016,CEC0709L1,NW3,pico,L,live,live,12,0.5,1,1,LIVE,LIVE,live,closed,5,snag,live,stand,live,stand,live,stand
HL18,18,7/9/2016,CEC0709L1,,pigl,D,,,16,,,,LIVE,LIVE,,,,live,live,stand,live,stand,live,stand
ML23,23,7/11/2016,EF0711L1,SE2,pico,L,live,live,14,0.1,1,1,LIVE,LIVE,full,open,150,snag,live,stand,live,stand,live,stand
ML28,28,7/13/2016,EF0713L1,NW6,pico,L,live,live,15,0.1,0.5,1,LIVE,LIVE,live,closed,5,snag,live,stand,live,stand,live,stand
LL32,32,7/20/2016,BA0720L1,SW6,pico,L,live,live,11,0.1,0.5,1,LIVE,LIVE,live,closed,150,snag,live,stand,live,stand,live,stand
LL32,32,7/20/2016,BA0720L1,NE3,pico,L,live,live,11,0.5,2,1,LIVE,LIVE,live,closed,85,snag,live,stand,live,stand,live,stand
LL32,32,7/20/2016,BA0720L1,SW2,pico,L,live,live,9.5,0.1,0.5,1,LIVE,LIVE,live,closed,26,snag,live,stand,live,stand,live,stand
LL32,32,7/20/2016,BA0720L1,NE4,pico,L,live,live,8.5,0.1,1,1,LIVE,LIVE,live,partial,10,snag,live,stand,live,stand,live,stand
LL39,39,7/22/2016,BA0722L1,SE1,pico,L,live,live,11,0.1,0.5,1,LIVE,LIVE,live,closed,50,snag,live,stand,live,stand,live,stand
LL39,39,7/22/2016,BA0722L1,SE4,pico,L,live,live,14,0,0,1,LIVE,LIVE,live,closed,90,snag,live,stand,live,stand,live,stand
LL39,39,7/22/2016,BA0722L1,NE2,pico,L,live,live,13.5,0.5,3,1,LIVE,LIVE,live,closed,45,snag,live,stand,live,stand,live,stand
LL39,39,7/22/2016,BA0722L1,NW6,pico,L,live,live,12.5,0.1,0.5,1,LIVE,LIVE,live,closed,50,snag,live,stand,live,stand,live,stand
LL39,39,7/22/2016,BA0722L1,SW5,pico,L,live,live,10.5,0,0,1,LIVE,LIVE,live,closed,100,snag,live,stand,live,stand,live,stand
LL39,39,7/22/2016,BA0722L1,NW4,pico,L,live,live,10.5,0.1,0.5,1,LIVE,LIVE,live,closed,50,snag,live,stand,live,stand,live,stand
LL39,39,7/22/2016,BA0722L1,NE4,pico,L,live,live,9.5,0,0,1,LIVE,LIVE,live,closed,40,snag,live,stand,live,stand,live,stand
LL39,39,7/22/2016,BA0722L1,NW5,pico,L,live,live,9,0,0,1,LIVE,LIVE,live,closed,50,snag,live,stand,live,stand,live,stand
LL39,39,7/22/2016,BA0722L1,SE3,pico,L,live,LIVE,7.5,0.5,2,1,LIVE,LIVE,live,none,0,snag,live,stand,live,stand,live,stand
LL42,42,7/28/2016,BA0728L1,SW6,pico,L,live,live,15,0.5,5,1,LIVE,LIVE,live,closed,50,snag,live,stand,live,stand,live,stand
LL42,42,7/28/2016,BA0728L1,NW11,pico,L,live,live,14,0.1,0.5,1,LIVE,LIVE,live,both,300,live,live,stand,live,stand,live,stand
LL42,42,7/28/2016,BA0728L1,SE3,pico,L,live,live,14,0.1,3,1,LIVE,LIVE,live,closed,50,live,live,stand,live,stand,live,stand
LL42,42,7/28/2016,BA0728L1,NW3,pico,L,live,live,13,1.5,5,1,LIVE,LIVE,live,closed,200,live,live,stand,live,stand,live,stand
LL42,42,7/28/2016,BA0728L1,SW1,pico,L,live,live,12,1,5,2,LIVE,LIVE,live,closed,100,live,live,stand,live,stand,live,stand
LL42,42,7/28/2016,BA0728L1,NE5,pico,L,live,live,11.5,0.1,0.5,1,LIVE,LIVE,live,closed,60,live,live,stand,live,stand,live,stand
LL42,42,7/28/2016,BA0728L1,NW4,pico,L,live,live,11.5,0.5,2,1,LIVE,LIVE,live,closed,80,live,live,stand,live,stand,live,stand
LL42,42,7/28/2016,BA0728L1,SE4,pico,L,live,live,10,0.1,0.5,1,LIVE,LIVE,live,closed,15,live,live,stand,live,stand,live,stand
LL42,42,7/28/2016,BA0728L1,NE1,pico,L,live,live,9.5,0,0,1,LIVE,LIVE,live,closed,5,live,live,stand,live,stand,live,stand
LL42,42,7/28/2016,BA0728L1,SW2,pico,L,live,live,9,0.5,2,1,LIVE,LIVE,live,closed,100,live,live,stand,live,stand,live,stand
LL42,42,7/28/2016,BA0728L1,SE1,pico,L,live,live,8.5,0,0,1,LIVE,LIVE,live,partial,12,live,live,stand,live,stand,live,stand
MM43,43,7/29/2016,BA0729L1,NW4,pico,L,live,live,20,0.1,0.5,1,LIVE,LIVE,live,closed,200,snag,live,stand,live,stand,live,stand
MM43,43,7/29/2016,BA0729L1,NW5,pico,L,live,live,11,0.1,0.5,1,LIVE,LIVE,live,closed,10,snag,live,stand,live,stand,live,stand
HL44,44,7/30/2016,BA0730L1,SW2,pico,L,live,live,20,0.1,0.5,1,LIVE,LIVE,live,closed,400,snag,live,stand,live,stand,live,stand
MM48,48,7/31/2016,BA0731M1,NW1,pico,L,live,live,16,1.5,5,2,LIVE,LIVE,live,closed,200,live,live,stand,live,stand,live,stand
LL55,55,8/9/2016,TL0809L1,NE1,pico,L,live,live,17.5,0.1,1,1,LIVE,LIVE,live,closed,45,live,live,stand,live,stand,live,stand
LL55,55,8/9/2016,TL0809L1,NW2,pico,L,live,live,12.5,1,3,1,LIVE,LIVE,live,closed,100,snag,live,stand,live,stand,live,stand
LL55,55,8/9/2016,TL0809L1,NE2,pico,L,live,live,12,0,0,1,LIVE,LIVE,live,closed,35,live,live,stand,live,stand,live,stand
LL55,55,8/9/2016,TL0809L1,SE2,pico,L,live,live,11.5,0.1,1,1,LIVE,LIVE,live,closed,30,snag,live,stand,live,stand,live,stand
LL61,61,8/11/2016,TL0811L1,NE3,pico,L,live,live,13,0.1,2,1,LIVE,LIVE,live,closed,21,snag,live,stand,live,stand,live,stand
LL3,3,7/1/2016,CEC0701L1,NW12,pico,D,Y,Y,18,0.5,2,2,MPB,BOM,partial,closed,150,snag,live,stand,dead,stand,dead,stand
LL3,3,7/1/2016,CEC0701L1,NE5,pico,D,Y,Y,17.5,1,5,2,MPB,BOM,partial,none,0,snag,live,stand,dead,stand,dead,stand
LL3,3,7/1/2016,CEC0701L1,SE9,pico,D,Y,Y,17,1,5,2,MPB,BOM,partial,closed,400,snag,live,stand,dead,stand,dead,stand
LL3,3,7/1/2016,CEC0701L1,SW1,pico,D,Y,Y ,13.5,1,5,2,MPB,BOM,partial,closed,200,snag,live,stand,dead,stand,dead,stand
LL3,3,7/1/2016,CEC0701L1,SW8,pico,D,Y,Y,12.5,1,7,1,MPB,BOM,partial,open,5,snag,live,stand,dead,stand,dead,stand
LL3,3,7/1/2016,CEC0701L1,NE1,pico,D,Y,Y,12.5,1,10,2,MPB,BOM,partial,none,0,snag,live,stand,dead,stand,dead,stand
LL3,3,7/1/2016,CEC0701L1,SE5,pico,D,Y,Y,11.5,1,3,2,MPB,BOM,partial,closed,400,snag,live,stand,dead,stand,dead,stand
HM4,4,7/2/2016,CEC0702M1,SW2,pico,D,Y,Y,23,0.5,5,2,MPB,BOM,full,closed,100,snag,live,stand,dead,stand,dead,stand
HM4,4,7/2/2016,CEC0702M1,NW1,pico,D,Y,Y,21.5,4.5,30,2,MPB,BOM,full,closed,400,snag,live,stand,dead,stand,dead,stand
HM4,4,7/2/2016,CEC0702M1,SW1,pico,D,Y,Y,17,2.5,10,2,MPB,BOM,full,closed,100,snag,live,stand,dead,stand,dead,stand
HM4,4,7/2/2016,CEC0702M1,NE2,pico,D,Y,Y,17,3.5,10,2,MPB,BOM,partial,closed,30,snag,live,stand,dead,stand,dead,stand
HM4,4,7/2/2016,CEC0702M1,NW2,pico,D,Y,Y,17,4,20,2,MPB,BOM,partial,closed,4,snag,live,stand,dead,stand,dead,stand
HM4,4,7/2/2016,CEC0702M1,SE1,pico,D,Y,Y,16.5,3,5,2,MPB,BOM,partial,closed,10,snag,live,stand,dead,stand,dead,stand
HM4,4,7/2/2016,CEC0702M1,NW3,pico,D,Y,Y,16,3,20,2,MPB,BOM,partial,open,40,snag,live,stand,dead,stand,dead,stand
HM4,4,7/2/2016,CEC0702M1,SE3,pico,D,Y,Y,15.5,0.1,1,2,MPB,BOM,partial,both,50,snag,live,stand,dead,stand,dead,stand
HM4,4,7/2/2016,CEC0702M1,SE2,pico,D,Y,Y,13.5,0.1,1,2,MPB,BOM,partial,both,200,snag,live,stand,dead,stand,dead,stand
LL6,6,7/3/2016,CEC0703M1,NW3,pico,D,Y,Y,14.5,0.5,5,2,MPB,BOM,partial,closed,30,snag,live,stand,dead,stand,dead,stand
LL6,6,7/3/2016,CEC0703M1,NE1,pico,D,Y,Y,14.5,1,2,2,MPB,BOM,full,open,60,snag,live,stand,dead,stand,dead,stand
LL6,6,7/3/2016,CEC0703M1,SW2,pico,D,Y,Y,13.5,0,0,1,MPB,BOM,partial,closed,10,snag,live,stand,dead,stand,dead,stand
LL6,6,7/3/2016,CEC0703M1,SE4,pico,D,Y,Y,13.5,2.5,5,2,MPB,BOM,partial,both,,snag,live,stand,dead,stand,dead,stand
LL6,6,7/3/2016,CEC0703M1,NE2,pico,D,Y,Y,13.5,4.5,10,2,MPB,BOM,full,open,50,snag,live,stand,dead,stand,dead,stand
